sentence	provenance
"As an important graph operator, reachability query has been extensively studied over decades, which is to check whether a vertex can reach another vertex over a large directed graph <inline-formula><tex-math notation=""LaTeX"">$G$ </tex-math><alternatives><inline-graphic xlink:href=""zhu-ieq1-2631160.gif""/></alternatives></inline-formula> with <inline-formula><tex-math notation=""LaTeX"">$n$</tex-math><alternatives> <inline-graphic xlink:href=""zhu-ieq2-2631160.gif""/></alternatives></inline-formula> vertices and <inline-formula> <tex-math notation=""LaTeX"">$m$</tex-math><alternatives><inline-graphic xlink:href=""zhu-ieq3-2631160.gif""/> </alternatives></inline-formula> edges."	Semantic Scholar
The efforts made in the reported studies have greatly improved the query time of answering reachability queries online, while reducing the offline index construction time to construct an index with a reasonable size given the approach taken, where an entry in an index for a vertex is called a label of the vertex.	Semantic Scholar
"Among all the work, the recent development of <italic>IP</italic> (Independent Permutation) employs randomness using <inline-formula><tex-math notation=""LaTeX"">$k$</tex-math><alternatives> <inline-graphic xlink:href=""zhu-ieq4-2631160.gif""/></alternatives></inline-formula>-min-wise independent permutations to process reachability queries, and shows the advantages for both query time and index construction time."	Semantic Scholar
In this paper, we propose a new Bloom filter Labeling, denoted as <italic>BFL</italic>.	Semantic Scholar
We show that the probability to answer reachability queries by <italic>BFL</italic> can be bounded, and <italic>BFL</italic> has high pruning power to answer more reachability queries directly.	Semantic Scholar
We give algorithms and analyze the pruning power of <italic>BFL</italic>.	Semantic Scholar
We conduct extensive studies using 19 large datasets.	Semantic Scholar
We show that <italic>BFL</italic> with an interval label performs best in the index construction time for all 19 cases, and performs best in query time for 16 out of 19 cases.	Semantic Scholar
Hierarchical learning models, such as mixture models and Bayesian networks, are widely employed for unsupervised learning tasks, such as clustering analysis.	Semantic Scholar
They consist of observable and latent variables, which represent the given data and their underlying generation process, respectively.	Semantic Scholar
It has been pointed out that conventional statistical analysis is not applicable to these models, because redundancy of the latent variable produces singularities in the parameter space.	Semantic Scholar
In recent years, a method based on algebraic geometry has allowed us to analyze the accuracy of predicting observable variables when using Bayesian estimation.	Semantic Scholar
However, how to analyze latent variables has not been sufficiently studied, even though one of the main issues in unsupervised learning is to determine how accurately the latent variable is estimated.	Semantic Scholar
A previous study proposed a method that can be used when the range of the latent variable is redundant compared with the model generating data.	Semantic Scholar
The present paper extends that method to the situation in which the latent variables have redundant dimensions.	Semantic Scholar
We formulate new error functions and derive their asymptotic forms.	Semantic Scholar
Calculation of the error functions is demonstrated in two-layered Bayesian networks.	Semantic Scholar
In this letter, a novel method is presented for grasping a partially cooperative tumbling satellite with a free-floating robot.	Semantic Scholar
A reference trajectory, provided by an offline motion planner and adapted online to account for modeling uncertainties, is tracked with a visual servo for the approach phase and with a joint-space controller for the rigidization phase, which follows the grasp.	Semantic Scholar
An extended Kalman filter is implemented for providing robustness, predictions during measurement unavailability and a velocity estimate of the tumbling satellite as a feed-forward for control, throughout the grasping task.	Semantic Scholar
The visual servo is in cascade with an impedance controller to achieve tracking while being compliant.	Semantic Scholar
The method is successfully validated on the OOS-SIM facility, which is used for simulating gravity-free multibody dynamics with a novel momentum-based control method.	Semantic Scholar
This letter describes a pipeline for autonomous object search using a mobile robot.	Semantic Scholar
The robot is required to efficiently find an object in an unknown environment.	Semantic Scholar
In this letter, we formulate the object-search problem as a Partially Observable Markov Decision Process (POMDP).	Semantic Scholar
The semantic information of the room types and the object is utilized for training the belief distribution in the POMDP.	Semantic Scholar
We use Gaussian Mixed Model (GMM) to model the distribution of belief states.	Semantic Scholar
This letter introduces a novel scheme for the belief propagation when the robot is searching for an object.	Semantic Scholar
Both the belief distribution trained by the prior knowledge and the searching experience of the robot are taken into consideration when a new room turns up.	Semantic Scholar
The objective function in our formulation concerns both the path cost to the target and the information gain in the target area.	Semantic Scholar
We propose a novel graph structure called belief road map (BRM) that is built along with the searching process.	Semantic Scholar
The robot can efficiently query a path on the generated BRM instead of on the whole occupancy grid map.	Semantic Scholar
To reduce the belief states in the POMDP, the node in BRM that has the most information is selected to represent a room.	Semantic Scholar
The simulation and the real experimental studies demonstrate the efficiency and efficacy of our proposed searching approach.	Semantic Scholar
unknown	Semantic Scholar
In this letter, we propose a three-dimensional (3-D) walking and skating motion generation method to achieve sequential walking and skating motion with skateboard and roller skate.	Semantic Scholar
For generating the sequential stable skating motion using a passive wheel, we must deal with non-coplanar contacts with anisotropic friction.	Semantic Scholar
Therefore, we use contact wrench cone (CWC) for considering complex contact states and introduce the novel terminal constraints using the CWC and divergent component of motion, which guarantee the stability of both walking and skating motion in the 3-D center of mass trajectory generation.	Semantic Scholar
Applying proposed method, the life-sized humanoid JAXON could successfully walk at 0.6 [m/s] and skate with skateboard and roller skate at 1.0 [m/s].	Semantic Scholar
Working memory requires information about external stimuli to be represented in the brain even after those stimuli go away.	Semantic Scholar
This information is encoded in the activities of neurons, and neural activities change over timescales of tens of milliseconds.	Semantic Scholar
Information in working memory, however, is retained for tens of seconds, suggesting the question of how time-varying neural activities maintain stable representations.	Semantic Scholar
Prior work shows that, if the neural dynamics are in the 'null space' of the representation - so that changes to neural activity do not affect the downstream read-out of stimulus information - then information can be retained for periods much longer than the time-scale of individual-neuronal activities.	Semantic Scholar
The prior work, however, requires precisely constructed synaptic connectivity matrices, without explaining how this would arise in a biological neural network.	Semantic Scholar
To identify mechanisms through which biological networks can self-organize to learn memory function, we derived biologically plausible synaptic plasticity rules that dynamically modify the connectivity matrix to enable information storing.	Semantic Scholar
Networks implementing this plasticity rule can successfully learn to form memory representations even if only 10% of the synapses are plastic, they are robust to synaptic noise, and they can represent information about multiple stimuli.	Semantic Scholar
Continuum robots have been attracting extensive attentions in the past few years due to their potential applications in minimally invasive surgery (MIS).	Semantic Scholar
Force sensing is critical in surgical applications which require palpation or deal with delicate structures.	Semantic Scholar
This letter addresses on the force sensing issue of surgery continuum robots.	Semantic Scholar
We propose a new force sensing method based on the shape reconstruction algorithm and the robot kinematic–static model.	Semantic Scholar
This method only requires the pose of the robot tip and the tensions of the driving cables.	Semantic Scholar
Experiments and simulations are carried out to validate the proposed force sensing method, and analyze the resolution and accuracy.	Semantic Scholar
Results show that both accuracy and resolution depend on the robot deflection angle.	Semantic Scholar
"For 24 groups of tests, where the robot deflection angles are within 95°, the average sensing error is 3.1% with a maximum value of 7.1%, and the average resolution is <inline-formula><tex-math notation=""LaTeX"">$\pm$</tex-math></inline-formula> 0.19 g with a maximum value of <inline-formula><tex-math notation=""LaTeX"">$\pm$</tex-math></inline-formula> 0.57 g. Therefore, the proposed force sensing method is feasible to provide force information for MIS operations."	Semantic Scholar
Autonomous Micro Aerial Vehicles (MAVs) have the potential to assist in real-life tasks involving grasping and transportation, but not before solving several difficult research challenges.	Semantic Scholar
In this work, we address the design, control, estimation, and planning problems for cooperative localization, grasping, and transportation of objects in challenging outdoor scenarios.	Semantic Scholar
We demonstrate an autonomous team of MAVs able to plan safe trajectories for manipulation of ferrous objects, while guaranteeing interrobot collision avoidance and automatically creating a map of the objects in the environment.	Semantic Scholar
Our solution is predominantly distributed, allowing the team to pick and transport ferrous disks to a final destination without collisions.	Semantic Scholar
This result is achieved using a new magnetic gripper with a novel feedback approach, enabling the detection of successful grasping.	Semantic Scholar
The gripper design and all the components to build a platform are clearly provided as open-source hardware for reuse by the community.	Semantic Scholar
Finally, the proposed solution is validated through experimental results, where difficulties include inconsistent wind, uneven terrain, and sandy conditions.	Semantic Scholar
unknown	Semantic Scholar
In this paper, we present a solution for autonomous exploration and reconstruction in 3-D unknown environments without a priori knowledge of the environments.	Semantic Scholar
In our framework, a two-stage heuristic information gain-based next-view planning algorithm is performed to dynamically select and update candidate viewpoints, followed by immediate next-best-view extraction and corresponding motion planning.	Semantic Scholar
The two-stage planner consists of a frontier-based boundary coverage planner and a fixed start open travelling salesman problem solver, such that the planner returns an exploration path with the consideration of global optimality in the context of accumulated space information.	Semantic Scholar
The effectiveness of our work is evaluated with simulation and experimental tests.	Semantic Scholar
The results and comparisons prove our system is able to autonomously explore the 3-D unknown environments and reconstruct the structural model with improved exploration efficiency in terms of path quality and total exploration time.	Semantic Scholar
With a large body of literature dedicated to ego-motion estimation and perception of a robot's workspace, the robotics community has seen some impressive advances in self-localization and mapping, however, we are still far from general applicability of such approaches in real scenarios.	Semantic Scholar
Driven by the need for portable and low-cost solutions to relative pose estimation between unmanned aerial vehicles (UAVs), in this letter, we propose a new framework to track a master UAV in real-time, carrying a known constellation of LED markers, from a slave UAV without any other pose estimation capability.	Semantic Scholar
This setup is especially interesting to aerial manipulation and close-up inspection of structures with low or no texture.	Semantic Scholar
Our approach is able to fuse the estimated master's pose with the slave's onboard inertial readings, supporting intermittent communication between the UAVs.	Semantic Scholar
Evaluation on both simulation and real indoor and outdoor experiments reveals that the proposed approach achieves unprecedented robustness to noise and occlusion, accuracy, and speed of computation.	Semantic Scholar
All the code to reproduce this work is publicly available.	Semantic Scholar
We present a study of spatio-temporal environment representations and exploration strategies for long-term deployment of mobile robots in real-world, dynamic environments.	Semantic Scholar
We propose a new concept for life-long mobile robot spatio-temporal exploration that aims at building, updating and maintaining the environment model during the long-term deployment.	Semantic Scholar
The addition of the temporal dimension to the explored space makes the exploration task a never-ending data-gathering process, which we address by application of information-theoretic exploration techniques to world representations that model the uncertainty of environment states as probabilistic functions of time.	Semantic Scholar
We evaluate the performance of different exploration strategies and temporal models on real-world data gathered over the course of several months.	Semantic Scholar
The combination of dynamic environment representations with information-gain exploration principles allows to create and maintain up-todate models of continuously changing environments, enabling efficient and self-improving long-term operation of mobile robots.	Semantic Scholar
The determination of the singularity cases in visual servoing is a tricky problem, which is unsolved for most of the image-based approaches.	Semantic Scholar
In order to avoid singularities, redundant measurements may be used.	Semantic Scholar
However, they lead to the presence of local minima.	Semantic Scholar
Moreover, they do not always ensure that singularities can be avoided.	Semantic Scholar
Here, we show that a concept named the “hidden robot,” which was formerly used for understanding the singularities of a vision-based controller dedicated to parallel robots, can be used for interpreting the singularities in the visual servoing of image points.	Semantic Scholar
These singularity cases were already found in the case in which three points are observed, but we show that the hidden robot concept considerably simplifies the analysis by using geometric interpretations of the mapping degeneracy and tools provided by the mechanical engineering community.	Semantic Scholar
Moreover, to the best of our knowledge, for the first time, we provide the singularity conditions when more than three points are observed.	Semantic Scholar
We also discuss how these tools could be extended in order to find the singularity cases of other visual servoing techniques (e.g., when lines are observed).	Semantic Scholar
The original author list did not accurately reflect the contributions of the following colleagues.	Semantic Scholar
The field of computational cognitive neuroscience (CCN) builds and tests neurobiologically detailed computational models that account for both behavioral and neuroscience data.	Semantic Scholar
This article leverages a key advantage of CCN-namely, that it should be possible to interface different CCN models in a plug-and-play fashion-to produce a new and biologically detailed model of perceptual category learning.	Semantic Scholar
The new model was created from two existing CCN models: the HMAX model of visual object processing and the COVIS model of category learning.	Semantic Scholar
Using bitmap images as inputs and by adjusting only a couple of learning-rate parameters, the new HMAX/COVIS model provides impressively good fits to human category-learning data from two qualitatively different experiments that used different types of category structures and different types of visual stimuli.	Semantic Scholar
Overall, the model provides a comprehensive neural and behavioral account of basal ganglia-mediated learning.	Semantic Scholar
The power consumed by skid-steered mobile robots varies enormously depending on their operating regimes and environments.	Semantic Scholar
Therefore, energy optimal planning of field missions can be accomplished only if the operating environment and an accurate model of the robot's power consumption are known in advance.	Semantic Scholar
This paper studies influences of location of the center of mass, surface type, terrain relief, platform geometry, radius of curvature, speed, and temperature on the power consumption of a skid-steered mobile platform and derives a physics-based power model that uses friction to accurately model the power consumed for the most relevant parameters inside a wide range of operating conditions.	Semantic Scholar
This paper also shows how friction can be measured using power consumed by the motors and how motor constants can be measured in a noninvasive end-to-end manner.	Semantic Scholar
Our findings were validated with a Clearpath's Husky A200 platform, driving it indoors and outdoors on different surfaces, varying the speed, the radius of curvature, the mass, and the center of mass location, resulting in a dense dataset on which the derived model as well as the temperature dependence of the power consumption was verified.	Semantic Scholar
We present an autonomous manipulation approach for tissues with anisotropic deformation behavior using a continuum manipulator.	Semantic Scholar
The key feature of our vision-based study is an online learning and estimation method, which makes its implementation independent of any prior knowledge about the deformation behavior of the tissue and continuum manipulator as well as calibration of the vision system with respect to the robot.	Semantic Scholar
This important feature addresses the difficulty of using model-based control approaches in deformation control of a continuum manipulator manipulating an unknown deformable tissue.	Semantic Scholar
We evaluated the performance and robustness of our method in three different experiments using the da Vinci Research Kit coupled with a 5 mm instrument that has a 4-degree-of-freedom snake-like wrist.	Semantic Scholar
These experiments simulated situations that occur in various surgical schemes and verified the adaptability, learning capability, and accuracy of the proposed method.	Semantic Scholar
This article examines the problem of visual area coverage by a network of Mobile Aerial Agents (MAAs).	Semantic Scholar
Each MAA is assumed to be equipped with a downwards facing camera with a conical field of view which covers all points within a circle on the ground.	Semantic Scholar
The diameter of that circle is proportional to the altitude of the MAA, whereas the quality of the covered area decreases with the altitude.	Semantic Scholar
A distributed control law that maximizes a joint coverage-quality criterion by adjusting the MAAs’ spatial coordinates is developed.	Semantic Scholar
The effectiveness of the proposed control scheme is evaluated through simulation studies.	Semantic Scholar
unknown	Semantic Scholar
In this paper, we focus on large-scale environment monitoring by utilizing a fully decentralized team of mobile robots.	Semantic Scholar
The robots utilize the resource constrained-decentralized active sensing scheme to select the most informative (uncertain) locations to observe while conserving allocated resources (battery, travel distance, etc.).	Semantic Scholar
We utilize a distributed Gaussian process (GP) framework to split the computational load over our fleet of robots.	Semantic Scholar
Since each robot is individually generating a model of the environment, there may be conflicting predictions for test locations.	Semantic Scholar
Thus, in this paper, we propose an algorithm for aggregating individual prediction models into a single globally consistent model that can be used to infer the overall spatial dynamics of the environment.	Semantic Scholar
To make a prediction at a previously unobserved location, we propose a novel gating network for a mixture-of-experts model wherein the weight of an expert is determined by the responsibility of the expert over the unvisited location.	Semantic Scholar
The benefit of posing our problem as a centralized fusion with a distributed GP computation approach is that the robots never communicate with each other, individually optimize their own GP models based on their respective observations, and off-load all their learnt models on the base station only at the end of their respective mission times.	Semantic Scholar
We demonstrate the effectiveness of our approach using publicly available datasets.	Semantic Scholar
In this paper we present a multi-level and distributed control system, based on a robust Model Predictive Control (MPC) technique, for a multi-body slung-load system.	Semantic Scholar
In particular, we consider a swarm of autonomous multi-copters which are connected by wires to a suspended payload.	Semantic Scholar
The payload reference trajectory is obtained through a constrained optimization, then the reference trajectory for each UAV is derived on the basis of the known shape of the formation, while taking into account operational constraints such as collision avoidance and cruise speed.	Semantic Scholar
Trajectory tracking is performed by a multilevel flight control system based on a MPC technique and a PID control system.	Semantic Scholar
Numerical simulations have been performed in order to test the control system in realistic scenarios.	Semantic Scholar
In particular, the multicopters are modeled by the six Degrees-of-Freedom (6DOF) model, the constraint forces on the wires are calculated using the Udwadia–Kalaba equation and the external disturbances (atmospheric turbulence and gust) are included in the simulation.	Semantic Scholar
Simulation results are encouraging, thus making the proposed system an appealing candidate for similar applications.	Semantic Scholar
© 2017 Elsevier B.V. All rights reserved.	Semantic Scholar
In this paper, we consider the problem of general topology control in multirobot systems with nonholonomic kinematics.	Semantic Scholar
Our contribution is twofold: We first demonstrate the correctness of topology control under the assumption that the network topology can switch arbitrarily and that potential-based mobility is discontinuous with respect to topology changes; we then demonstrate that a multirobot team under the above listed conditions continues to achieve topology control when actuator saturation is applied and in the presence of arbitrary discontinuous (and possibly nonpairwise) exogenous objectives.	Semantic Scholar
Simulation results are given to corroborate our theoretical findings.	Semantic Scholar
Multi-agent systems (MAS) literature often assumes decentralized MAS to be especially suited for dynamic and large scale problems.	Semantic Scholar
In operational research, however, the prevailing paradigm is the use of centralized algorithms.	Semantic Scholar
Present paper empirically evaluates whether a multi-agent system can outperform a centralized algorithm in dynamic and large scale logistics problems.	Semantic Scholar
This evaluation is novel in three aspects: (1) to ensure fairness both implementations are subject to the same constraints with respect to hardware resources and software limitations, (2) the implementations are systematically evaluated with varying problem properties, and (3) all code is open source, facilitating reproduction and extension of the experiments.	Semantic Scholar
Existing work lacks a systematic evaluation of centralized versus decentralized paradigms due to the absence of a real-time logistics simulator with support for both paradigms and a dataset of problem instances with varying properties.	Semantic Scholar
We extended an existing logistics simulator to be able to perform real-time experiments and we use a recent dataset of dynamic pickup-and-delivery problem with time windows instances with varying levels of dynamism, urgency, and scale.	Semantic Scholar
The OptaPlanner constraint satisfaction solver is used in a centralized way to compute a global schedule and used as part of a decentralized MAS based on the dynamic contract-net protocol (DynCNET) algorithm.	Semantic Scholar
The experiments show that the DynCNET MAS finds solutions with a relatively lower operating cost when a problem has all following three properties: medium to high dynamism, high urgency, and medium to large scale.	Semantic Scholar
In these circumstances, the centralized algorithm finds solutions with an average cost of 112.3% of the solutions found by the MAS.	Semantic Scholar
However, averaged over all scenario types, the average cost of the centralized algorithm is 94.2%.	Semantic Scholar
The results indicate that the MAS performs best on very urgent problems that are medium to large scale.	Semantic Scholar
This article presents the development of a power augmentation and rehabilitation exoskeleton based on a novel actuator.	Semantic Scholar
The proposed soft actuators are extensor bending pneumatic artificial muscles.	Semantic Scholar
This type of soft actuator is derived from extending McKibben artificial muscles by reinforcing one side to prevent extension.	Semantic Scholar
This research has experimentally assessed the performance of this new actuator and an output force mathematical model for it has been developed.	Semantic Scholar
This new mathematical model based on the geometrical parameters of the extensor bending pneumatic artificial muscle determines the output force as a function of the input pressure.	Semantic Scholar
This model is examined experimentally for different actuator sizes.	Semantic Scholar
After promising initial experimental results, further model enhancements were made to improve the model of the proposed actuator.	Semantic Scholar
To demonstrate the new bending actuators a power augmentation and rehabilitation soft glove has been developed.	Semantic Scholar
This soft hand exoskeleton is able to fit any adult hand size without the need for any mechanical system changes or calibration.	Semantic Scholar
EMG signals from the human hand have been monitored to prove the performance of this new design of soft exoskeleton.	Semantic Scholar
This power augmentation and rehabilitation wearable robot has been shown to reduce the amount of muscles effort needed to perform a number of simple grasps.	Semantic Scholar
The increasing popularity of social media has encouraged health consumers to share, explore, and validate health and wellness information on social networks, which provide a rich repository of Patient Generated Wellness Data (PGWD).	Semantic Scholar
While data-driven healthcare has attracted a lot of attention from academia and industry for improving care delivery through personalized healthcare, limited research has been done on harvesting and utilizing PGWD available on social networks.	Semantic Scholar
Recently, representation learning has been widely used in many applications to learn low-dimensional embedding of users.	Semantic Scholar
However, existing approaches for representation learning are not directly applicable to PGWD due to its domain nature as characterized by longitudinality, incompleteness, and sparsity of observed data as well as heterogeneity of the patient population.	Semantic Scholar
To tackle these problems, we propose an approach which directly learns the embedding from longitudinal data of users, instead of vector-based representation.	Semantic Scholar
In particular, we simultaneously learn a low-dimensional latent space as well as the temporal evolution of users in the wellness space.	Semantic Scholar
The proposed method takes into account two types of wellness prior knowledge: (1) temporal progression of wellness attributes; and (2) heterogeneity of wellness attributes in the patient population.	Semantic Scholar
Our approach scales well to large datasets using parallel stochastic gradient descent.	Semantic Scholar
We conduct extensive experiments to evaluate our framework at tackling three major tasks in wellness domain: attribute prediction, success prediction, and community detection.	Semantic Scholar
Experimental results on two real-world datasets demonstrate the ability of our approach in learning effective user representations.	Semantic Scholar
Cuing a location in space produces a short-lived advantage in reaction time to targets at that location.	Semantic Scholar
This early advantage, however, switches to a reaction time cost and has been termed inhibition of return (IOR).	Semantic Scholar
IOR behaves differently for different response modalities, suggesting that it may not be a unified effect.	Semantic Scholar
This letter presents new data from two experiments testing the gradient of IOR with random, continuous cue-target Euclidean distance and cue-target onset asynchrony.	Semantic Scholar
These data were then used to train multiple diffusion models of saccadic and manual reaction time for these cuing experiments.	Semantic Scholar
Diffusion models can generate accurate distributions of reaction time data by modeling a response as a buildup of evidence toward a response threshold.	Semantic Scholar
If saccadic and attentional IOR are based on similar processes, then differences in distribution will be best explained by adjusting parameter values such as signal and noise within the same model structure.	Semantic Scholar
Although experimental data show differences in the timing of IOR across modality, best-fit models are shown to have similar model parameters for the gradient of IOR, suggesting similar underlying mechanisms for saccadic and manual IOR.	Semantic Scholar
We propose a new detection method to predict a vehicle's trajectory and use it for detecting lane changes of surrounding vehicles.	Semantic Scholar
According to the previous research, more than 90% of the car crashes are caused by human errors, and lane changes are the main factor.	Semantic Scholar
Therefore, if a lane change can be detected before a vehicle crosses the centerline, accident rates will decrease.	Semantic Scholar
Previously reported detection methods have the problem of frequent false alarms caused by zigzag driving that can result in user distrust in driving safety support systems.	Semantic Scholar
Most cases of zigzag driving are caused by the abortion of a lane change due to the presence of adjacent vehicles on the next lane.	Semantic Scholar
Our approach reduces false alarms by considering the possibility of a crash with adjacent vehicles by applying trajectory prediction when the target vehicle attempts to change a lane, and it reflects the result of lane-change detection.	Semantic Scholar
We used a traffic dataset with more than 500 lane changes and confirmed that the proposed method can considerably improve the detection performance.	Semantic Scholar
Fast binary descriptors build the core for many vision based applications with real-time demands like object detection, Visual Odometry or SLAM.	Semantic Scholar
Commonly it is assumed, that the acquired images and thus the patches extracted around keypoints originate from a perspective projection ignoring image distortion or completely different types of projections such as omnidirectional or fisheye.	Semantic Scholar
Usually the deviations from a perfect perspective projection are corrected by undistortion.	Semantic Scholar
Latter, however, introduces severe artifacts if the cameras field-of-view gets larger.	Semantic Scholar
In this paper, we propose a distorted and masked version of the BRIEF descriptor for calibrated cameras.	Semantic Scholar
Instead of correcting the distortion holistically, we distort the binary tests and thus adapt the descriptor to different image regions.	Semantic Scholar
The issue of missing values (MVs) has appeared widely in real-world datasets and hindered the use of many statistical or machine learning algorithms for data analytics due to their incompetence in handling incomplete datasets.	Semantic Scholar
To address this issue, several MV imputation algorithms have been developed.	Semantic Scholar
However, these approaches do not perform well when most of the incomplete tuples are clustered with each other, coined here as the  Clustered Missing Values Phenomenon, which attributes to the lack of sufficient complete tuples near an MV for imputation.	Semantic Scholar
In this paper, we propose the Order-Sensitive Imputation for Clustered Missing values (OSICM) framework, in which missing values are imputed sequentially such that the values filled earlier in the process are also used for later imputation of other MVs.	Semantic Scholar
Obviously, the order of imputations is critical to the effectiveness and efficiency of OSICM framework.	Semantic Scholar
We formulate the searching of the optimal imputation order as an optimization problem, and show its NP-hardness.	Semantic Scholar
Furthermore, we devise an algorithm to find the exact optimal solution and propose two approximate/heuristic algorithms to trade off effectiveness for efficiency.	Semantic Scholar
Finally, we conduct extensive experiments on real and synthetic datasets to demonstrate the superiority of our OSICM framework.	Semantic Scholar
Homography estimation between multiple aerial images can provide relative pose estimation for collaborative autonomous exploration and monitoring.	Semantic Scholar
The usage on a robotic system requires a fast and robust homography estimation algorithm.	Semantic Scholar
In this letter, we propose an unsupervised learning algorithm that trains a deep convolutional neural network to estimate planar homographies.	Semantic Scholar
We compare the proposed algorithm to traditional-feature-based and direct methods, as well as a corresponding supervised learning algorithm.	Semantic Scholar
Our empirical results demonstrate that compared to traditional approaches, the unsupervised algorithm achieves faster inference speed, while maintaining comparable or better accuracy and robustness to illumination variation.	Semantic Scholar
In addition, our unsupervised method has superior adaptability and performance compared to the corresponding supervised deep learning method.	Semantic Scholar
Our image dataset and a Tensorflow implementation of our work are available at  https://github.com/tynguyen/unsupervisedDeepHomographyRAL2018.	Semantic Scholar
Today, human intervention is the only effective course of action after a natural or artificial disaster.	Semantic Scholar
This is true both for relief operations, where search and rescue of survivors is the priority, and for subsequent activities, such as those devoted to building assessment.	Semantic Scholar
In these contexts, the use of robotic systems would be beneficial to drastically reduce operators?	Semantic Scholar
risk exposure.	Semantic Scholar
However, the readiness level of robots still prevents their effective exploitation in relief operations, which are highly critical and characterized by severe time constraints.	Semantic Scholar
On the contrary, current robotic technologies can be profitably applied in procedures like building assessment after an earthquake.	Semantic Scholar
To date, these operations are carried out by engineers and architects who inspect numerous buildings over a large territory, with a high cost in terms of time and resources, and with a high risk due to aftershocks.	Semantic Scholar
The main idea is to have the robot acting as an alter ego of the human operator, who, thanks to a virtual-reality device and a body-tracking system based on inertial sensors, teleoperates the robot.	Semantic Scholar
This work presents the simulation results of a novel recurrent, memristive neuromorphic architecture, the MN3 and explores its computational capabilities in the performance of a temporal pattern recognition task by considering the principles of the reservoir computing approach.	Semantic Scholar
A simple methodology based on the definitions of ordered and chaotic dynamical systems was used to determine the separation and fading memory properties of the architecture.	Semantic Scholar
The results show the potential use of this architecture as a reservoir for the on-line processing of time-varying inputs.	Semantic Scholar
unknown	Semantic Scholar
Although artificial neural networks have shown great promise in applications including computer vision and speech recognition, there remains considerable practical and theoretical difficulty in optimizing their parameters.	Semantic Scholar
The seemingly unreasonable success of gradient descent methods in minimizing these non-convex functions remains poorly understood.	Semantic Scholar
In this work we offer some theoretical guarantees for networks with piecewise affine activation functions, which have in recent years become the norm.	Semantic Scholar
We prove three main results.	Semantic Scholar
First, that the network is piecewise convex as a function of the input data.	Semantic Scholar
Second, that the network, considered as a function of the parameters in a single layer, all others held constant, is again piecewise convex.	Semantic Scholar
Third, that the network as a function of all its parameters is piecewise multi-convex, a generalization of biconvexity.	Semantic Scholar
From here we characterize the local minima and stationary points of the training objective, showing that they minimize the objective on certain subsets of the parameter space.	Semantic Scholar
We then analyze the performance of two optimization algorithms on multi-convex problems: gradient descent, and a method which repeatedly solves a number of convex sub-problems.	Semantic Scholar
We prove necessary convergence conditions for the first algorithm and both necessary and sufficient conditions for the second, after introducing regularization to the objective.	Semantic Scholar
Finally, we remark on the remaining difficulty of the global optimization problem.	Semantic Scholar
Under the squared error objective, we show that by varying the training data, a single rectifier neuron admits local minima arbitrarily far apart, both in objective value and parameter space.	Semantic Scholar
Many real world complex systems naturally map to network data structures instead of geometric spaces because the only available information is the presence or absence of a link between two entities in the system.	Semantic Scholar
To enable data mining techniques to solve problems in the network domain, the nodes need to be mapped to a geometric space.	Semantic Scholar
We propose this mapping by representing each network node with its geodesic distances from all other nodes.	Semantic Scholar
The space spanned by the geodesic distance vectors is the geodesic space of that network.	Semantic Scholar
The position of different nodes in the geodesic space encode the network structure.	Semantic Scholar
In this space, considering a continuous density field induced by each node, density at a specific point is the summation of density fields induced by all nodes.	Semantic Scholar
We drift each node in the direction of positive density gradient using an iterative algorithm till each node reaches a local maximum.	Semantic Scholar
Due to the network structure captured by this space, the nodes that drift to the same region of space belong to the same communities in the original network.	Semantic Scholar
We use the direction of movement and final position of each node as important clues for community membership assignment.	Semantic Scholar
The proposed algorithm is compared with more than 10 state-of-the-art community detection techniques on two benchmark networks with known communities using Normalized Mutual Information criterion.	Semantic Scholar
The proposed algorithm outperformed these methods by a significant margin.	Semantic Scholar
Moreover, the proposed algorithm has also shown excellent performance on many real-world networks.	Semantic Scholar
"We develop a novel framework, named as <inline-formula><tex-math notation=""LaTeX"">$l$</tex-math><alternatives> <inline-graphic xlink:href=""kim-ieq2-2698461.gif""/></alternatives></inline-formula>-injection, to address the sparsity problem of recommender systems."	Semantic Scholar
By carefully injecting low values to a selected set of unrated user-item pairs in a user-item matrix, we demonstrate that top-<italic>N</italic> recommendation accuracies of various collaborative filtering (CF) techniques can be significantly and consistently improved.	Semantic Scholar
We first adopt the notion of <italic>pre-use preferences</italic> of users toward a vast amount of <italic>unrated</italic> items.	Semantic Scholar
Using this notion, we identify <italic>uninteresting</italic> items that have not been rated yet but are likely to receive low ratings from users, and selectively impute them as low values.	Semantic Scholar
As our proposed approach is method-agnostic, it can be easily applied to a variety of CF algorithms.	Semantic Scholar
Through comprehensive experiments with three real-life datasets (e.g., Movielens, Ciao, and Watcha), we demonstrate that our solution consistently and universally enhances the accuracies of existing CF algorithms (e.g., item-based CF, SVD-based CF, and SVD++) by 2.5 to 5 times on average.	Semantic Scholar
Furthermore, our solution improves the running time of those CF methods by 1.2 to 2.3 times when its setting produces the best accuracy.	Semantic Scholar
The datasets and codes that we used in the experiments are available at: <uri>https://goo.gl/KUrmip</uri>.	Semantic Scholar
Job-shop scheduling is an important problem in planning and operation of manufacturing systems.	Semantic Scholar
For such difficult problems to be solved daily within short amounts of time, the only practical goal is to obtain near-optimal solutions with quantifiable quality fast.	Semantic Scholar
