	text	provenance	civic	domestic	green	industrial	inspired	market	project	renown
1967	Children with autism spectrum disorders (ASD) often exhibit impairments in communication and social interaction and thus face various social challenges in collaborative activities.	Semantic Scholar	0	0	0	0	0	0	0	0
1968	Choosing the optimum values for such parameters is therefore of paramount importance.	Semantic Scholar	0	0	0	0	0	0	0	0
1969	Compared to widely studied homogeneous information network the heterogeneous information network contains richer structure and semantic information which provides plenty of opportunities as well as a lot of challenges for data mining.	Semantic Scholar	0	0	0	0	0	0	0	0
1970	Compared with existing relevant results the proposed results of this paper are more general and less conservative.	Semantic Scholar	0	0	0	0	0	0	0	0
1971	Compared with web pages and tweets the problem of disambiguating the mentioned entities in user comments has not received much attention.	Semantic Scholar	0	0	0	0	0	0	0	0
1972	Comparison with six different schemes and two existing methods demonstrates that the proposed method is effective in discovering influence based communities.	Semantic Scholar	0	0	0	0	0	0	0	1
1973	Compon.	Semantic Scholar	0	0	0	0	0	0	0	0
1974	Compositional streaming I/O library for Scala.	efficiency	0	0	0	1	0	0	0	0
1975	Connectomes abound but few for the human spinal cord.	Semantic Scholar	0	0	0	0	0	0	0	0
1976	Considering the ratio of stiffness to inertia the manipulator is expected to show a control performance that is comparable to those of conventional industrial manipulators.	Semantic Scholar	0	0	0	0	0	0	0	0
1977	Considering this dependence from psychological viewpoints we conjecture that humans perceive completed surfaces that are affected by prior stimuli corresponding to the initial condition of depth.	Semantic Scholar	0	0	0	0	0	0	0	0
1978	Constantly shorter product lifecycles and the high number of product variants necessitate frequent production system reconfigurations and changeovers.	Semantic Scholar	0	0	0	0	0	0	0	0
1979	Constraining our scenario to real world we do not assume the direct access to the source data but rather we employ the source hypotheses trained from them.	Semantic Scholar	0	0	0	0	0	0	0	0
1980	Constraint programming global constraints are in fact a very powerful modeling tool but also enable the embedding of sophisticated algorithms inherited by other disciplines.	Semantic Scholar	0	0	0	0	1	0	0	0
1981	Constraint programming has its roots in the Artificial Intelligence area of constraint satisfaction but along the years many cross fertilizations with related disciplines have been studied.	Semantic Scholar	0	0	0	0	0	0	0	0
1982	Contrary to the frame based approach they produce so called events only when there are changes in the visual scene.	Semantic Scholar	0	0	0	0	0	0	0	0
1983	Cooperation among multiple aerial vehicles could provide a solution for overcoming limited payload restrictions.	Semantic Scholar	0	0	0	0	0	0	0	0
1984	Country Living's Sarah Gray Miller Shares Expert Flea Market Shopping TipsWe're getting ready for flea market season here. And we're excited that the Country Living Fair is kicking it off this	HuffPost_News	0	0	1	0	0	0	0	0
1985	Create programming code that ensures data integrity and consistency.	efficiency	0	0	0	1	0	0	0	0
1986	Cycle time describes how long it takes to change the software system and implement that change in production.	efficiency	0	0	0	1	0	0	0	0
1987	Data Processing Framework Using Apache and Spark Technologies in Big Data.	efficiency	0	0	0	1	0	0	0	0
1988	Dawn The Fox Wags Her Tail (VIDEO)Disclaimer: Foxes are wild animals and should never be approached as domesticated pets despite the benevolent disposition	HuffPost_News	0	0	1	0	0	0	0	0
1989	DebugBear Monitor website performance and Lighthouse scores.	efficiency	0	0	0	1	0	0	0	0
1990	Deep Learning has become a leading strategy for artificial intelligence and is being applied in many fields due to its excellent performance that has surpassed human cognitive abilities in a number of classification and control problems (Ciregan Meier & Schmidhuber  Mnih et al. ).	Semantic Scholar	0	0	0	0	0	0	0	0
1991	Deep RKM are obtained by coupling the RKMs.	Semantic Scholar	0	0	0	0	0	0	0	0
1992	Do Home Buyers Need a Pre Approval?With bargaining power shifting from home buyers to sellers in an increasing number of local markets buyers in competition with other buyers are looking for any edge they can get. One possible edge is a pre approval letter (henceforth PAL) from a lender.	HuffPost_News	0	0	0	0	0	1	0	0
1993	DoctorKafka can also perform load balancing based on topic partitions's network usage and makes sure that broker network usage does not exceed the defined settings.	efficiency	0	0	0	1	0	0	0	0
1994	Domestic Violence Still Not Grounds For Divorce In MississippiA Republican lawmaker said a bill allowing domestic violence as a legal reason for divorce would open the floodgates.	HuffPost_News	0	1	0	0	0	0	0	0
1995	Don't Be Fooled By The Noise. Senate Republicans Aren't Making Their Health Care Bill Better.It's still all about cutting taxes slashing Medicaid and returning junk insurance to the market.	HuffPost_News	1	0	0	0	0	0	0	0
1996	Due to its design in continuous time its usage is not limited to the uniform sampling restrictions of a host computer as is usually the case in discrete time design.	Semantic Scholar	0	0	0	0	0	0	0	0
1997	Due to its immense application potential and enormous technical challenges IM has been extensively studied in the past decade.	Semantic Scholar	0	0	0	0	1	0	0	0
1998	Due to the automaion of many industrial processes and the advent of cheaper and igh performance sensors many aspects of life including medial commercial industrial and security areas are increasingly more haracterized by large data collections that must also be processed nd communicated with.	Semantic Scholar	0	0	0	0	0	0	0	0
1999	Due to the long and narrow nature of these access pathways external triangulation at the fulcrum point is very limited or absent which makes introducing multiple degrees of freedom at the distal end of the instrument necessary.	Semantic Scholar	0	0	0	0	0	0	0	0
2000	Due to the nature of event cameras our algorithm is unaffected by motion blur and operates very well in challenging high dynamic range conditions with strong illumination changes.	Semantic Scholar	0	0	0	0	0	0	0	0
2001	Due to the non commutativity of quaternion multiplication resulting from Hamilton rules: ij= ji=k jk= kj=i ki= ik=j ijk=i=j=k=  the QVNN is decomposed into four real valued systems which are studied separately.	Semantic Scholar	0	0	0	0	0	0	0	0
2002	Due to the world wide coverage of its users and real time freshness of tweets location prediction on Twitter has gained significant attention in recent years.	Semantic Scholar	0	0	0	0	0	0	0	0
2003	Dynamics of embryo motion was modeled and a linear quadratic regulator (LQR) controller was developed to aspirate each embryo with a minimum volume of excess medium.	Semantic Scholar	0	0	0	0	0	0	0	0
2004	EIA: China's Blood Ivory Carving FactoriesFrom the 's poaching crisis to the current poaching crisis some of the players have changed new markets have emerged but there are many lessons from the past that we can learn from. And we must. Because if we do not take the lessons of the past we are doomed to repeat.	HuffPost_News	1	0	0	0	0	0	0	0
2005	Each dataset is represented by a directory containing the same image data in several resolutions to enable efficient streaming.	efficiency	0	0	0	1	0	0	0	0
2006	Earth Day: How to Spin Toward a Healthier Greener PlanetEach one of us has an important role to play in protecting planet Earth and safeguarding human health. Collaboration is urgently needed across governments NGOs businesses communities and individuals to ensure a healthier planet and a greener cleaner world.	HuffPost_News	0	0	1	0	0	0	0	0
2007	Ecover Come Clean About Using Extreme Genetic Engineering in Your ProductsFollowing in the footsteps of the chemical industry the synthetic biology industry is rushing its untested products to market before there is any regulation oversight or even scientific understanding of the impacts this technology could have on ecosystems and human health.	HuffPost_News	0	0	1	0	0	0	0	0
2008	Efficiency attempts to measure the amount of productive code contributed by a software developer.	efficiency	0	0	0	1	0	0	0	0
2009	Efficiency testing test the amount of code and testing resources required by a program to perform a particular function.	efficiency	0	0	0	1	0	0	0	0
2010	Efficiency testing tests the amount of resources required by a program to perform a specific function.	efficiency	0	0	0	1	0	0	0	0
2011	Efficient binary serialization.	efficiency	0	0	0	1	0	0	0	0
2012	Emotional disorders and psychological flourishing are the result of complex interactions between positive and negative affects that depend on external events and the subject’s internal representations.	Semantic Scholar	0	0	0	0	0	0	0	0
2013	Estimators for quantifying level of chaos and fractal dimension are applied to suitable datasets.	Semantic Scholar	0	0	0	0	0	0	0	0
2014	Ex vivo experimentation demonstrates submillimetric deviations from target paths.	Semantic Scholar	0	0	0	0	0	0	0	0
2015	Existing approaches typically have taken either a classical simulation view of the problem (focus on activities resources and queues: workers treated as machines) or an analytical ergonomics perspective (detailed human modeling and ergonomic assessment for well defined limited tasks).	Semantic Scholar	0	0	0	0	0	0	0	0
2016	Existing work lacks a systematic evaluation of centralized versus decentralized paradigms due to the absence of a real time logistics simulator with support for both paradigms and a dataset of problem instances with varying properties.	Semantic Scholar	0	0	0	0	0	0	0	0
2017	Existing works are mainly based on raw speed sensing data obtained from infrastructure sensors or probe vehicles which however are limited by expensive cost of sensor deployment and maintenance.	Semantic Scholar	0	0	0	0	0	0	0	0
2018	Experimental results on real benchmark datasets and real world uncertain datasets show that the proposed model outperforms the state of the art uncertain data clustering and classification algorithms in effectiveness and performs competitively in efficiency.	Semantic Scholar	0	0	0	0	0	0	0	0
2019	Experimental results show that our method significantly improves the performance of visual tracking and depth prediction in comparison to the state of the art in deep monocular dense SLAM.	Semantic Scholar	0	0	0	0	0	0	0	0
2020	Experimental results show that our model can generate better personalized responses for different users.	Semantic Scholar	0	0	0	0	0	0	0	0
2021	Experiments done in a shopping mall have shown that the robot was successful in choosing the people to approach and the reactions from users in the interviews were very positive.	Semantic Scholar	0	0	0	0	0	0	0	1
2022	Experiments with a healthy subject on Maestro showed that while the force field control is nonadaptive and there is less control on the speed of execution of the task it is safer as it does not apply increased torques if the finger motion is restricted.	Semantic Scholar	0	0	0	0	0	0	0	0
2023	Extensive evaluations with comparisons demonstrate that additional usage of imagery data as well as human heuristics can significantly boost system performance and that the proposed MiDRR net clearly outperforms the alternative methods.	Semantic Scholar	0	0	0	0	0	0	0	0
2024	Extraterrestrial drilling is an important sampling method for understanding the formation of another celestial body and finding traces of life beyond earth.	Semantic Scholar	0	0	0	0	1	0	0	0
2025	FairPlay also helped the discovery of more than  reviews reported for apps that reveal a new type of “coercive” review campaign: users are harassed into writing positive reviews and install and review other apps.	Semantic Scholar	0	0	0	0	0	0	0	0
2026	Finally in order to be able to handle heterogeneous datasets with a large number of predicates a mechanism for automatically determining predicate comparability is proposed.	Semantic Scholar	0	0	0	1	0	0	0	0
2027	Finally we also analyzed the performance of SalClassNet in a fine grained recognition task and found out that it yields enhanced classification accuracy compared to Inception and VGG classifiers.	Semantic Scholar	0	0	0	0	0	0	0	0
2028	Finally we simulate a factory with machines to conduct integrated tests.	Semantic Scholar	0	0	0	0	0	0	0	0
2029	First it takes into account shear and torsional deformations which are both essential to cope with out of plane external loads.	Semantic Scholar	0	0	0	0	0	0	0	0
2030	First that the network is piecewise convex as a function of the input data.	Semantic Scholar	0	0	0	0	0	0	0	0
2031	First we describe a video preprocessing step to increase invariance against water reflections and water colours.	Semantic Scholar	0	0	0	0	0	0	0	0
2032	First we formulate and solve the activity prediction problem in the framework of imitation learning and reduce it to a simple regression learning problem.	Semantic Scholar	0	0	0	0	0	0	0	0
2033	First we present discriminative rank pooling in which the shared weights of our video representation and the parameters of the action classifiers are estimated jointly for a given training dataset of labelled vector sequences using a bilevel optimization formulation of the learning problem.	Semantic Scholar	0	0	0	0	0	0	0	0
2034	Flavonoids Antioxidants Found In Citrus Tied With Lower Stroke Risk: StudyPast research has shown that flavonoids which are also found in leafy greens and yellow orange and red colored fruits	HuffPost_News	1	0	0	0	0	0	0	0
2035	Flexible and powerful JSON manipulation validation and serialization with no reflection at runtime.	efficiency	0	0	0	1	0	0	0	0
2036	Food And Medication Interactions: Grapefruit Isn't The Only OneThe number of drugs on the market with the potential to produce serious adverse and in many cases life threatening effects	HuffPost_News	1	0	0	0	0	0	0	0
2037	For a different scenario of diffusion with new factors previous diffusion models may not model the diffusion well or are not applicable at all.	Semantic Scholar	0	0	0	0	0	0	0	0
2038	For each route driven trip diaries were used to provide participants with retrospective feedback of their risky driving behaviors alternate low risk routes and record answers to three questions pertaining to: familiarity with the route driven suggested low risk route alternative and reasons for choosing a route.	Semantic Scholar	0	0	0	0	0	0	0	0
2039	For example the proposed system achieves.% classification accuracy while the pixel based single image NN system achieves.%.	Semantic Scholar	0	0	0	1	0	0	0	0
2040	For this a generative Bayesian approach is presented wherein ) a signed stochastic blockmodel is proposed to characterize the community structure in the context of signed networks by explicit formulating the distributions of the density and frustration of signed links from a stochastic perspective and ) a model learning algorithm is advanced by theoretical deriving a variational Bayes EM for the parameter estimation and variation based approximate evidence for the model selection.	Semantic Scholar	0	0	0	0	0	0	0	0
2041	For two class classification problems of high dimensional rate encoded binary patterns the hardware achieves comparable performance as software implementation of the same with only about a.% reduction in accuracy.	Semantic Scholar	0	0	0	0	0	0	0	0
2042	Formally given a value $x>$  an RANN query  $q$  returns every user $u$  for which $dist(u q) leq xtimes NNDist(u)$  where  $NNDist(u)$  denotes the distance between a user $u$  and its nearest facility i.e. $q$  is an approximate nearest neighbor of $u$ .	Semantic Scholar	0	0	0	0	0	0	0	0
2043	Friction clutches have a higher torque to weight ratio but are generally considered to be difficult to control.	Semantic Scholar	0	0	0	0	0	0	0	0
2044	Further experiments in which a real robot had to learn a task with a multimodal reward function confirm the advantages of our proposed approach with respect to REPS.	Semantic Scholar	0	0	0	0	0	0	0	0
2045	Furthermore modularized joints and a user friendly software framework were emphasized as design concepts to facilitate research on the robot tasks.	Semantic Scholar	0	0	0	0	0	0	0	0
2046	Furthermore the development of computational power ensures that inefficiency software can be as functional as efficient software with a just price of higher (but not full) CPU load. Nevertheless neglecting software efficiency will not become an issue because it is compensated by the still increasing hardware performance as long as the semiconductor industry does not reach its bottleneck.	efficiency	0	0	0	1	0	0	0	0
2047	Geometrically the nonparametric density estimator at each layer projects the input data space to a uniformly distributed discrete feature space where the similarity of two data points in the discrete feature space is measured by the number of the nearest centroids they share in common.	Semantic Scholar	0	0	0	0	0	0	0	0
2048	George Takei Slams Virginia Mayor Who Wants To Ban RefugeesYou hold a position of authority and power but you demonstrably have failed to learn the most basic of American civics or history lessons.	HuffPost_News	1	0	0	0	0	0	0	0
2049	Germany Adopts the World's Best Minimum WageIf Merkel and her Christian Democratic party can help lead this effort in Germany and with real results what accounts for the th century U.S. framework of free markets free trade elimination of collective bargaining and the destruction of economic opportunity for all but a few Americans?	HuffPost_News	0	0	0	0	0	1	0	0
2050	Global Drug Spending To Hit $. Trillion In A bunch of new drugs targeting cancer and autoimmune diseases are about to hit the market.	HuffPost_News	1	0	0	0	0	0	0	0
2051	Go Green: Underwear and All (PHOTOS)This spring green is in. Like a St. Patrick's Day hangover this color is proving that it has staying power. Green underwear seems to be popping up faster than the budding cherry blossoms.	HuffPost_News	0	0	0	0	0	0	0	0
2052	Gorgonia is currently fairly performant its speeds are comparable to Theano's and Tensorflow's CPU implementations.	efficiency	0	0	0	1	0	0	0	0
2053	Great Conversations: Paul VerhoevenThe manic energy that Verhoeven is renowned for was evident throughout our chat and was infectious. By the time our all too brief lunch was over I found myself waving my hands while I spoke in rapid clips and using more bounce than usual in my stride.	HuffPost_News	0	0	0	0	0	0	0	1
2054	Greenpeace Helping Expose Illegal Unethical Fishing off West AfricaForeign vessels have been plundering the waters of West Africa for decades to stock the fish markets of Europe and Asia. Industrial fishing is depriving West African people of a vital source of protein and pushing thousands of locals into poverty and despair.	HuffPost_News	0	0	1	0	0	0	0	0
2055	Gucci Mane Focuses On Recovery To Find New Music SuccessI was inspired and amazed to read this incredible artist’s story.	HuffPost_News	0	0	0	0	0	0	0	1
2056	Hardware Monitor can tell you quite a bit about CPU and GPU usage its a small download and a small footprint in terms of system resources.	efficiency	0	0	0	1	0	0	0	0
2057	Hardware oriented optimizations and modifications to this algorithm are proposed and discussed.	Semantic Scholar	0	0	0	1	0	0	0	0
2058	Here we extend the balanced motor primitive framework to simultaneously explain motor learning in unimanual and various bimanual movements as well as the transfer of learning effects between unimanual and various bimanual movements these phenomena can be simultaneously explained if the mean activity of each primitive for various unimanual movements is balanced with the corresponding mean activity for various bimanual movements.	Semantic Scholar	0	0	0	0	0	0	0	0
2059	Here we study a new foreperiod effect in an audiovisual attention shifting oddball task in which attention shift cues directed the attention of subjects to impendent deviant stimuli of a given modality and therefore acted as warning signals for these deviants.	Semantic Scholar	0	0	0	0	0	0	0	0
2060	High performance computing applications such as seismic analysis and biotechnology workloads scaled horizontally to support tasks that once would have required expensive supercomputers.	efficiency	0	0	0	1	0	0	0	0
2061	Highly performant network utilization.	efficiency	0	0	0	1	0	0	0	0
2062	Historically spurious states have been an undesirable side effect of training a Hopfield network and there has been much research into detecting and discarding these unwanted states.	Semantic Scholar	0	0	0	0	0	0	0	0
2063	How Technology Can Fight the FluWhether the  flu season will be as severe as the previous year remains to be seen. What we do know is that civic app developers in cities across the country will be better equipped than before the help mitigate the problem by leveraging a new standard for data on flu shot locations.	HuffPost_News	1	0	0	0	0	0	0	0
2064	How to Market Your Business While Traveling the WorldI was recently on an amazing cruise with my wife in the Caribbean. During this time I was forced to work on cruise Wi Fi as well as internet hotspots. I was able to live the life I wanted while traveling the world... all while marketing my company online. It actually grew ten percent while I was gone.	HuffPost_News	0	0	0	0	0	1	0	0
2065	However current text classifiers cannot unambiguously describe the decision boundary between positive and negative objects because of uncertainties caused by text feature selection and the knowledge learning process.	Semantic Scholar	0	0	0	0	0	0	0	0
2066	However direct methods remain brittle in the face of appearance change due to their underlying assumption of photometric consistency which is commonly violated in practice.	Semantic Scholar	0	0	0	0	0	0	0	0
2067	However existing relational topic models are based on an assumption that the number of hidden topics is known a priori which is impractical in many real world applications.	Semantic Scholar	0	0	0	0	0	0	0	0
2068	However in general the candidate update on a source database is picked up aimlessly in advance making the updated database to be very distant from the original one no matter whether it is the maximum one.	Semantic Scholar	0	0	0	0	0	0	0	0
2069	However in many real world applications most observations are subject to unknown noise distributions so the Gaussian distribution may not be a useful choice.	Semantic Scholar	0	0	0	0	0	0	0	0
2070	However in real human environments robots frequently make unexpected observations due to unmapped static objects like chairs and tables and dynamic objects like humans.	Semantic Scholar	0	0	0	0	0	0	0	0
2071	However it has the following twoproblems which greatly limit its applications: () it cannot discover the intrinsic structure of data owing to the neglect of the local structure of data () the obtained graph is not the optimal graph for clustering.	Semantic Scholar	0	0	0	0	0	0	0	0
2072	However it is still a significant challenge to achieve robust localization and mapping in environments populated with dynamic or deformable objects underground with uneven terrain underwater in turbid conditions and in environments with changing lighting conditions.	Semantic Scholar	0	0	0	0	0	0	0	0
2073	However most existing methods utilize the entire user relationship network with no consideration to its huge size sparsity imbalance and noise issues.	Semantic Scholar	0	0	0	0	0	0	0	0
2074	However one of its major drawbacks is to be restricted to disjoint unions of theories.	Semantic Scholar	0	0	0	0	0	0	0	0
2075	However the field is generally lacking effective methods by which the user can operate the device: such controls must be effective intuitive and robust to the wide range of possible impairment patterns.	Semantic Scholar	0	0	0	0	0	0	0	0
2076	However they focus on the saliency of the proposal only and the importance of its immediate context has not been evaluated.	Semantic Scholar	0	0	0	0	0	0	0	0
2077	However they have limited wearability/portability.	Semantic Scholar	0	0	0	0	0	0	0	0
2078	Humanoids are by definition robotic systems for which the control of interaction forces with the environment is elemental for the accomplishment of any loco manipulation task.	Semantic Scholar	0	0	0	0	0	0	0	0
2079	I On Exceptional Living: Nikki Haskell's Newest Project Flashback To The FutureNikki's newest project Flashback To The Future will incorporate classic footage with new interviews parties and fabulous fun. She's on a mission to make old things new and take us all along for the journey. How will she do it?	HuffPost_News	0	0	0	0	0	0	0	1
2080	I am Srivatsan Srinivasan (I know!	Semantic Scholar	0	0	0	0	0	0	0	0
2081	Identify a database test data load tool for the development/component unit test environment this is required to ensure that the database optimizer chooses correct execution paths and to enable reinitializing and reloading the database as needed.	efficiency	0	0	0	1	0	0	0	0
2082	If system is not efficient then it can not be used in real time applications.	efficiency	0	0	0	1	0	0	0	0
2083	If you want to contribute to TensorFlow be sure to review the contribution guidelines. This project adheres to TensorFlow's code of conduct. By participating you are expected to uphold this code.	efficiency	1	0	0	0	0	0	0	0
2084	Image inpainting which removes and restores unwanted regions in images is widely acknowledged as a task whose results are quite difficult to evaluate objectively.	Semantic Scholar	0	0	0	0	0	0	0	0
2085	Important Questions About Criminal Justice We Can’t AnswerA few weeks ago the White House trumpeted the progress of its Police Data Initiative. The nearly one year old project prods	HuffPost_News	1	0	0	0	0	0	0	0
2086	Improve performance of the digital sinusoidal generator in memory usage optimization.	efficiency	0	0	0	1	0	0	0	0
2087	In  its estimated global incidence was  new cases with an estimated  deaths worldwide  .	Semantic Scholar	0	0	0	0	0	0	0	0
2088	In a CE customers are perceived as integral part of the business and therefore customer acceptance of new business models becomes crucial as it determines the successful implementation of CE.	Semantic Scholar	0	0	0	0	0	0	0	0
2089	In addition since business customers very often have different decision makers from the same company we also incorporate social factors such as community relationships of the business customers for further improving overall performances of the missing edge prediction and recommendation.	Semantic Scholar	0	0	0	0	0	0	0	0
2090	In addition the communication stack allows real time CAN traffic to share the network and be given priority over Agent Communication Language messages.	Semantic Scholar	0	0	0	0	0	0	0	0
2091	In addition the user would like to ascend slopes easily and descend them safely.	Semantic Scholar	0	0	0	0	0	0	0	0
2092	In addition to the optimality in terms of the number of weights we show that in order to achieve this optimal approximation rate one needs ReLU networks of a certain minimal depth.	Semantic Scholar	0	0	0	0	0	0	0	0
2093	In addition we demonstrate that all signals in the closed loop auxiliary subsystems are stable in the sense of uniform ultimate boundedness by using classic Lyapunov techniques.	Semantic Scholar	0	0	0	0	0	0	0	0
2094	In addition we utilize a combination of IMU a rigidly mounted lidar system indoor and outdoor motion capture and GPS to provide accurate pose and depth images for each camera at up to  Hz.	Semantic Scholar	0	0	0	0	0	0	0	0
2095	In both formulations the instance level similarity is embedded through a quadratic smoothness term while the semantic label hierarchy is used as a linear constraint.	Semantic Scholar	0	0	0	0	0	0	0	0
2096	In contrast to much previous work that has focused on location classification of tweets restricted to a specific country here we undertake the task in a broader context by classifying global tweets at the country level which is so far unexplored in a real time scenario.	Semantic Scholar	0	0	0	0	0	0	0	0
2097	In contrast to the traditional teleoperation approach in which the master and slave controllers implement an as stiff as possible coupling between the master and slave devices our scheme is specifically designed for direct force reflecting bilateral teleoperation: The slave controller mimics the operator action whereas the master controller reflects the slave environment interaction.	Semantic Scholar	0	0	0	0	0	0	0	0
2098	In fact in the real world applications both cases may occur that some label correlations are globally applicable and some are shared only in a local group of instances.	Semantic Scholar	0	0	0	0	0	0	0	0
2099	In one class classification problems only the data for the target class is available whereas the data for the non target class may be completely absent.	Semantic Scholar	0	0	0	0	0	0	0	0
2100	In order for learning to occur non local information must be communicated to the deep synapses through a communication channel the deep learning channel.	Semantic Scholar	0	0	0	0	0	0	0	0
2101	In order to effectively deal with these challenges to infer cognitive wellness from motor patterns with high accuracy we propose the MOtor Cognitive Analytics (MOCA) framework.	Semantic Scholar	0	0	1	0	0	0	0	0
2102	In order to meet more realistic conditions the way of reducing the effect of environment model inaccuracies evolution model drift outliers and disruptive events such as robot kidnapping is introduced.	Semantic Scholar	0	0	0	0	0	0	0	0
2103	In our study we first estimate the joint torque of a patient from measured EMG signals and then derive the deficient joint torque to generate the target movements by considering the patient's estimated joint torque with an MPC method.	Semantic Scholar	0	0	0	0	0	0	0	0
2104	In software engineering a bottleneck occurs when the capacity of an application or a computer system is severely limited by a single component like the neck of a bottle slowing down the overall water flow.	efficiency	0	0	0	1	0	0	0	0
2105	In that case the motion of objects is another helpful cue for tracking and discriminating multiple objects.	Semantic Scholar	0	0	0	0	0	0	0	0
2106	In the case of nonholonomic systems such as mobile robots each robot’s pose then is regulated to the known consensus pose by a novel smooth and continuous control law.	Semantic Scholar	0	0	0	0	0	0	0	0
2107	In the designed motor task a trainee has to contact an approaching ball with a racket at the desired time to hit the target on the wall while predicting the behavior of the ball before and after the contact.	Semantic Scholar	0	0	0	0	0	0	0	0
2108	In the end a proof of concept demonstration of the cardiac catheter is performed in an explanted heart.	Semantic Scholar	0	0	0	0	0	0	0	0
2109	In the real scene color and shape deformations always exist in images simultaneously.	Semantic Scholar	0	0	0	0	0	0	0	0
2110	In this article we would like to present an approach to the development of adaptive method based on fusion of proposed novel neural architecture and heuristic search into one co working solution.	Semantic Scholar	0	0	0	0	0	0	0	0
2111	In this letter a survey on the role of dimensionality reduction in learning and control strategies is provided by discussing different techniques adopted for dimensionality reduction as well as learning and control strategies built on subspaces of reduced dimension across different fully actuated and underactuated anthropomorphic designs.	Semantic Scholar	0	0	0	0	0	0	0	0
2112	In this letter we present a method for learning a reactive policy for a simple dynamic locomotion task involving hard impact and switching contacts where we assume the contact location and contact timing to be unknown.	Semantic Scholar	0	0	0	0	0	0	0	0
2113	In this letter we present an approach for dense semantic weed classification with multispectral images collected by a micro aerial vehicle (MAV).	Semantic Scholar	0	0	0	0	0	0	0	0
2114	In this letter we propose a novel method based on supervised learning techniques that seeks out regularly repeating visual patterns in the environment with mutually complementary co prime frequencies and an encoding scheme that enables storage requirements to grow sublinearly with the size of the environment being mapped.	Semantic Scholar	0	0	0	0	0	0	0	0
2115	In this letter we survey and discuss AI techniques as “enablers” for long term robot autonomy current progress in integrating these techniques within long running robotic systems and the future challenges and opportunities for AI in long term autonomy.	Semantic Scholar	0	0	0	0	0	0	0	0
2116	In this paper a Markov chain model is introduced to study flexible manufacturing lines with setups.	Semantic Scholar	0	0	0	0	0	0	0	0
2117	In this paper based on a new modeling framework an Extended Kalman Filter (EKF) is utilized for estimation of attitude heading and gyroscope sensor bias using a low cost MEMS inertial sensor.	Semantic Scholar	0	0	0	0	0	0	0	0
2118	In this paper the development of the Innovative Public Procurement instruments is explained specifically the process PDTI (Public end Users Driven Technological Innovation) as a driving force of robotic research and development and offering a list of robotic urban challenges proposed by European cities that have participated in such a process.	Semantic Scholar	0	0	0	0	0	0	0	0
2119	In this paper three new models are formulated to characterize the hysteretic relationship between three coupled variables (voltage input strain and load) of an SCP actuator namely the augmented generalized Prandtl–Ishlinskii model the augmented Preisach model and the augmented linear model.	Semantic Scholar	0	0	0	0	0	0	0	0
2120	In this paper we employ systematically organized skeleton features enhanced with directional features and utilize sparse group lasso to automatically choose discriminative factors that help in dealing with interactive action recognition and real time detection tasks.	Semantic Scholar	0	0	0	0	0	0	0	0
2121	In this paper we explore several characteristics of the trajectories in road networks which have motivated the idea of coding trajectories by associating timestamps with relative spatial path and locations.	Semantic Scholar	0	0	0	0	0	0	0	0
2122	In this paper we focus on a particular kind of crowd referred in sociology as spectator crowd  which consists a number of people that are “interested in watching something specific that they came to see” Berlonghi ().	Semantic Scholar	0	0	0	0	0	0	0	0
2123	In this paper we focus on popularity prediction of micro videos by presenting a novel low rank multi view embedding learning framework.	Semantic Scholar	0	0	0	0	0	0	0	0
2124	In this paper we introduce GenealogyVis a visual analytic system to analyze family history and evolution by using the China Multigenerational Panel Dataset Liaoning which has more than. million observations and provides socioeconomic demographic and other information for more than   residents and further enable users to explore the correlation between the development of families and the social context of environments economics policies and so on.	Semantic Scholar	0	0	0	0	0	0	0	0
2125	In this paper we introduce a novel concept of the Reverse Locality Sensitive Hashing (RLSH) family which is directly designed for  $c$  AFN search.	Semantic Scholar	0	0	0	0	0	0	0	0
2126	In this paper we present several techniques that have been proposed to detect and resolve normative conflicts in multi agent systems.	Semantic Scholar	0	0	0	0	0	0	0	0
2127	In this paper we propose a novel Web services discovery approach which can mine the underlying semantic structures of interaction interface parameters to help users find and employ Web services and can match interfaces with high precision when the parameters of those interfaces contain meaningful synonyms abbreviations and combinations of disordered fragments.	Semantic Scholar	0	0	0	0	1	0	0	0
2128	In this paper we propose a robust subspace learning (SL) framework for dimensionality reduction which further extends the existing SL methods to a low rank and sparse embedding (LRSE) framework from three aspects: overall optimum robustness and generalization.	Semantic Scholar	0	0	0	0	0	0	0	0
2129	In this paper we propose an effective and low cost forward and backward sweeping execution method to accelerate state propagation for AGP based on a key observation that states in AGP can be propagated between vertices much faster when the vertices are processed sequentially along the graph path within each round.	Semantic Scholar	0	0	0	0	1	0	0	0
2130	In this paper we propose that not only the RFs of individual areas but also the organization of adjacent neurons and the hierarchical structure composed of these areas have been evolved to support efficient coding.	Semantic Scholar	0	0	0	0	0	0	0	0
2131	In this paper we propose to model and learn distributed word representations with metadata of category information within cQA pages for question retrieval using two novel category powered models.	Semantic Scholar	0	0	0	0	1	0	0	0
2132	In this paper we provide a rigorous derivation of the covariance of the solution $boldsymbol {X}$ when $boldsymbol {A}$ and  $boldsymbol {B}$ are randomly perturbed matrices.	Semantic Scholar	0	0	0	0	0	0	0	0
2133	In this paper we show the process of forming this library the evolution of its design principles and also present some data showing its current use with the modern version of the Mizar proof checker but also as a rich corpus of semantically linked mathematical data in various areas including web based and natural language proof presentation maths education and machine learning based automated theorem proving.	Semantic Scholar	0	0	0	0	0	0	0	0
