text	convention	data_provenance	confidence_value	confidence_level
the transformation is likened to the systemic transformations of the past including the rail transport and information technology revolutions that both fundamentally altered the way things are produced distributed and consumed and generated substantial economic growth by creating a platform for new innovations business models and value creation in the process.	green	pdf	0	Not_from_Model
the authors define what they understand by green growth as job creation or gdp growth compatible with or driven by actions to reduce greenhouse gases.	green	pdf	0	Not_from_Model
shaping the green growth economy.	green	pdf	0	Not_from_Model
life beyond growth atkisson the life beyond growth publication by atkisson for the institute for studies in happiness economy and society explores as a basis alternatives and complements to gdp measured growth as a framing concept for social progress.	green	pdf	0	Not_from_Model
the report begins by analysing the history of the economic growth paradigm summarising the key factors that have supported the dominance of growth in global history and then continues to provide insight on some of the contemporary political factors and technical initiatives that have led to new thinking on green united nations. a guide to the green economy growth and human well being as indicators for social progress.	green	pdf	0	Not_from_Model
the document aims to provide a summation of the current state of the art in relation to rethinking economic growth in favour of alternative models such as green growth.	green	pdf	0	Not_from_Model
it concludes with a section on the ethics of growth and happiness and a vision for the future.	green	pdf	0	Not_from_Model
green growth resources and resilience unescap adb unep the green growth resources and resilience report by escap adb and unep focuses on environmental sustainability in asia and the pacificregion.	green	pdf	0	Not_from_Model
it is the sixth report of a series published every years on the lighting state of the environment in asia and the pacific this time highthe issues of green growth resource efficiencies and limitations and resilience to global turbulence in markets and ecosystems.	green	pdf	0	Not_from_Model
gins by stating that economic growth has been the main the report bee reason behind lifting more than million people out of poverty in thregion over the last years but this socio economic progress has come at the expense of the environment due to unsustainable and inequitable growth patterns.	green	pdf	0	Not_from_Model
pond to the mounting the concept of green growth is explored in detail and strategies to reschallenges to sustainable development in the region are analysed.	green	pdf	0	Not_from_Model
green growth is defined inreport as economic progress that fosters environmentally sustainable low carbon and socially inclusive development.	green	pdf	0	Not_from_Model
this definition differs from that of the world bank by assuming the greegrowth inherently involves social inclusiveness.	green	pdf	0	Not_from_Model
the n the publication identifies several strategies for greeincentives framework at the heart of successful green growth initiatives  infrastructure investments guided by the principles of sustainability accessibility and social inclusiveness  natural infrastructure providing valuable but undervalued economic inputs and sustainablagriculture as a critical aspect of maintaining and building natural capital.	green	pdf	0	Not_from_Model
green growth resources and resilience.	green	pdf	0	Not_from_Model
low carbon green growth roadmap for asia and the pacific unescap this report explores the opportunities that a low carbon green growth path offers to the region.	green	pdf	0	Not_from_Model
it articulates five tracks to drive the economic change necessary to pursue low carbon green growth as a new economic development path.	green	pdf	0	Not_from_Model
in particular the visible structure of the economy  united nations. a guide to the green economy comprising such physical infrastructure as transport buildings and energy systems together with the invisible structure  which encompasses market prices governance regulations and lifestyhave to be re oriented towards resource efficiency.	green	pdf	0	Not_from_Model
the roadmap provides policymakers in the region with a comprehensive list of policy options and practical implementing strategies as well as examples of successful practices woven through more than fact sheets and case studies.	green	pdf	0	Not_from_Model
les the roadmap is divided into three parts part i provides an overview of the challenges and opportunities confronting the region in terms of low carbon green growth and elaborates on the system change required to pursue the new development path.	green	pdf	0	Not_from_Model
part ii presents five tracks as core elements of the system change necessary for low carbon green growth and a section that elaborates on the means of implementing the policy options.	green	pdf	0	Not_from_Model
part iii provides detailed infoand analysis of the policy options and successful practices identified in part ii.	green	pdf	0	Not_from_Model
low carbon green growth roadmap for asia and the pacific turning resource constraints and the climate crisis into economic growth opportunities.	green	pdf	0	Not_from_Model
d by the afdb the oecd the un and the world a toolkit of policy options to support inclusive green growth afdb oecd un world bank this document publishebank identifies a series of policy initiatives mechanisms and other e options that can be employed to support inclusive green growth.	green	pdf	0	Not_from_Model
th authors recognise that these kind of policy approaches give the privatesector the security to begin investment and innovation for sustainable development and ensure that consumers and businesses internalize thetrue cost of their behaviours.	green	pdf	0	Not_from_Model
of the following policy options environmental fiscal reform the toolkit includes summariespublic environmental expenditure reviews sustainable public procurement strategic environmental assessments social protection instruments payments for ecosystem services certification for sustainable production green innovation and industrial policies project level impact assessment integrated water resources management and green accounting.	green	pdf	0	Not_from_Model
the publication also includes a section on knowledge sharing and capacity development and theimportance in diffusing this knowledge across and within countries.	green	pdf	0	Not_from_Model
a toolkit of policy options to support inclusive green growth pp.	green	pdf	0	Not_from_Model
 united nations. a guide to the green economy decoupling natural resource use and environmental impacts from economic growth unep this publication by unep aims to identify the challenges faced in attempting to decouple human well being from resource consumption and exists as the first report amongst many investigations into decoupling which will be undertaken by the international resource panel and unep over the next few years.	green	pdf	0	Not_from_Model
the report offers facts and statistics of natural resource flows and trade globally and notes that consumption of natural resources is still rapidly rising.	green	pdf	0	Not_from_Model
a series of country wide case studies are presented that examine the decoupling potential of the countries in question.	green	pdf	0	Not_from_Model
the report observes that developed countries appear to show stabilization of resource and energy consumption however these economies appear to have exported the more energy and resource intensive elements elsewhere.	green	pdf	0	Not_from_Model
there appears to be some success of relative decoupling where resource intensity per unit growth falls in developing countries but resource consumption in these economies is steeply on the rise.	green	pdf	0	Not_from_Model
the report also offers options for absolute decoupling of environmental impact and economic growth something intrinsic to the survival of human civilization  according to unep.	green	pdf	0	Not_from_Model
these are better and more efficient technologies policies and appropriate market signals that make the transition attractive and profitable and the special role of urban areas in forging innovations towards a sustainable economy.	green	pdf	0	Not_from_Model
decoupling natural resource use and environmental impacts from economic growth.	green	pdf	0	Not_from_Model
green growth in motion gggi this report prepared by the global green growth institute a new international organisation with head quarters in seoul  outlines the republic of korea s experience with developing its low carbon green growth strategy.	green	pdf	0	Not_from_Model
the report outlines the philosophy behind the strategy as well its the institutional foundations and key policies and programs across various sectors climate policy green energy green technology and industry green cities transportation and buildings and green life.	green	pdf	0	Not_from_Model
the strategy proposes green growth as a new growth paradigm that can address the challenges of climate change and resource depletion.	green	pdf	0	Not_from_Model
the intent is that the sharing of korea s practices for green growth will provide other countries with useful tools and ideas that can be utilized to address their own challenges and the global imperatives.	green	pdf	0	Not_from_Model
download here united nations. a guide to the green economy citation global green growth institute.	green	pdf	0	Not_from_Model
green growth in motion sharing korea s experience.	green	pdf	0	Not_from_Model
a framework for assessing green growth policies oecd this academic style paper from the oecd focuses on two key elements the first identifies principles and criteria for selecting policies that contribute to economic growth whist reducing environmental impact and the second examines what structural adjustments are required in the transition to the green economy.	green	pdf	0	Not_from_Model
the policies to promote green growth as stated in the paper are categorised as market based or non market instruments under the broad areas of cost effectiveness adoption and compliance uncertainty measures and r d and technology diffusion incentives.	green	pdf	0	Not_from_Model
the structural changes as indicated in the second section of the paper include fostering the transition towards green technologies easing the transition towards a greener economy green policies to sustain the economy sectoral re allocation and managing green tax revenues in times of public finance deterioration.	green	pdf	0	Not_from_Model
a framework for assessing green growth policies oecd economics department working papers .	green	pdf	0	Not_from_Model
environment program greening growth in asia and the pacific asian development bank the asian development bank has published a report on greening growthin the asia and the pacific region.	green	pdf	0	Not_from_Model
the report identifies the challengfaced by adb s developing member countries which are experiencinsome of the highest economic growth rates in the world.	green	pdf	0	Not_from_Model
the bank recognises that although this growth has improved the living conditions of nearly half a billion people the environmental carrying capacity of the region has been subject to immense pressure.	green	pdf	0	Not_from_Model
es g the document highlights the natural resources available in the region and the environment related challenges associated with them with the aim to increase awareness amongst the borrowers clients development partners civil society incl ngos  the private sector and other stakeholders of the adb.	green	pdf	0	Not_from_Model
the report documents the efforts the adb is employing to incorporate environmental concerns into country development strategies and investment operations.	green	pdf	0	Not_from_Model
the adb s initiatives programs and partnership related to its environmental operations are discussed alongside options to help achieve environmentally sustainable growth in the region for the future.	green	pdf	0	Not_from_Model
environment program greening growth in asia and the pacific.	green	pdf	0	Not_from_Model
 united nations. a guide to the green economy.b.	green	pdf	0	Not_from_Model
national strategies following are summaries of recent national green growth strategies and similar documents available on line.	green	pdf	0	Not_from_Model
green growth and climate resilience republic of rwanda the green growth and climate resilience report developed as a collaborative project between the government of rwanda the smith school of enterprise and environment and the university of oxford setsout the national strategy for climate change and low carbon development for rwanda.	green	pdf	0	Not_from_Model
the strategy begins by stating that rwanda has experienced significant human and social development in recent years however the country s future socio economic development is uncertain its population will more than double by  the country is vulnerable to climate change as it is strongly reliant on rain fed agriculture and it is reliant on oil imports and therefore vulnerable to price increases and fluctuations.	green	pdf	0	Not_from_Model
the strategy aims to guide the process of mainstreaming climate resilience and low carbon development into key sectors of the economy.	green	pdf	0	Not_from_Model
the strategic framework provides a vision for  guiding principles strategic objectives programmes of action enabling pillars and a roadmap for implementation.	green	pdf	0	Not_from_Model
the strategy defines green growth as an emerging concept that recognises that environmental protection is a driver of global and national economic development.	green	pdf	0	Not_from_Model
it is about focusing society on qualitative growth rather than simply increasing gdp.	green	pdf	0	Not_from_Model
green growth and climate resilience.	green	pdf	0	Not_from_Model
road to our future green growth republic of korea road to our future green growth is the republic of korea s national strategy for green growth for the year period. the strategy aims to shift the current development paradigm of quantity orientated fossil fuel dependent growth to quality orientated growth with more emphasis on new and renewable energy sources.	green	pdf	0	Not_from_Model
the strategy has three overall objectives  to promote eco friendly new growth engines for the national economy  to enhance the quality of life for the members of the society and to contribute to the international efforts to fight climate change.	green	pdf	0	Not_from_Model
korea are putting green growth at the centre of their vision for the next years and are confident that it will lead to new opportunities for economic growth and environmental protection simultaneously.	green	pdf	0	Not_from_Model
 united nations download here. a guide to the green economy citation republic of korea.	green	pdf	0	Not_from_Model
road to our future green growth.	green	pdf	0	Not_from_Model
the national green growth roadmap kingdom of cambodia the national green growth roadmap puts forward an implementation plan of the national and local sustainable development strategy for all policy areas in the kingdom of cambodia.	green	pdf	0	Not_from_Model
it provides a supporting framework for environmentally sustainable and socially inclusive development and growth in cambodia that aims to strengthen environmental cooperation concerning national and international environmental policy through the sharing of ideas and experiences whilst contributing towards the millennium development goals and national sustainable development objectives.	green	pdf	0	Not_from_Model
the strategy builds on escap s definition of green growth that emphasises ecologically sustainable economic progress to foster low carbon socially inclusive development.	green	pdf	0	Not_from_Model
to this end the roadmap proposes potential paths for short medium and long term implementation of green growth in cambodia that will help the country to improve resilience and decrease vulnerability to climate change.	green	pdf	0	Not_from_Model
the strategy is based largely around escap s holistic green growth approach which states that the economy the environment and society are not mutually exclusive but rather interdependent deeply intertwined and integral components of one another.	green	pdf	0	Not_from_Model
the national green growth road map.	green	pdf	0	Not_from_Model
china s th five year plan apco worldwide this report by apco worldwide summarises the key guiding principles of china s th five year plan which focus on rebalancing the economy mitigating social inequity and conserving the environment.	green	pdf	0	Not_from_Model
the chinese government put strong emphasis on inclusive growth where the benefits of economic growth are felt in all regions and social groupings in china.	green	pdf	0	Not_from_Model
the plan identifies the three seis strategic emerging industries healthcare energy and technology and recommends the initiatives that will encourage growth in these sectors.	green	pdf	0	Not_from_Model
the report also details the changes that may face foreign business in the five year period in terms of cost implications associated with changes to the minimum wage value added tax increases raw material resource price reforms and environment related taxes.	green	pdf	0	Not_from_Model
the plan reports that china is facing severe environmental degradation brought about by rapid industrialization reliance on coal as an energy source a large energy intensive manufacturing sector and little environmental regulation.	green	pdf	0	Not_from_Model
three areas of focus are examined in the plan to counter the negative trend energy conservation including discussion of mandatory emissions targets  environmental quality which united nations. a guide to the green economy include water quality and commitments for high polluting sectors and new energy regimes of energy from renewable sources by.	green	pdf	0	Not_from_Model
china s th five year plan.	green	pdf	0	Not_from_Model
japan s new growth strategy to create demand and jobs oecd this paper puts forward a strategy for japan to forge new areas of growth create demand and jobs through regulatory reform and fiscal measures.	green	pdf	0	Not_from_Model
a series of key challenges are identified that include climate change and ageing populations which according to the strategy can be turned into sources of green growth.	green	pdf	0	Not_from_Model
the strategy states that market based initiatives such as an effective emissions trading system would promote private investment and green innovation.	green	pdf	0	Not_from_Model
other policies that encourage further economic integration with asia are discussed such as reducing agricultural subsidies and bringing down barriers to trade and foreign workers.	green	pdf	0	Not_from_Model
seven strategic growth areas are presented in the strategy one of which is green innovation.	green	pdf	0	Not_from_Model
this area comprises three national strategic projects to promote green growth.	green	pdf	0	Not_from_Model
these are introduce a feed in tariff system to expand the renewable energy market use the future city initiative to promote the use of eco products and services and revitalise forestry and raise the self sufficiency ratio to over.	green	pdf	0	Not_from_Model
japan s new growth strategy to create demand and jobs .	green	pdf	0	Not_from_Model
green growth in the netherlands statistics netherland this report by statistics netherlands gives an overview of green growth in the netherlands and presents data for the majority of the indicators for green growth as specified by the oecd.	green	pdf	0	Not_from_Model
the report concludes that relative decoupling where intensity per unit of economic growth is falling is evident in the following areas water use nitrogen and phosphorus surpluses greenhouse gas emissions and material consumption.	green	pdf	0	Not_from_Model
however comprehensive absolute decoupling where consumption falls as the economy grows is not evident.	green	pdf	0	Not_from_Model
the report represents a first attempt at translating the oecd indicators for green growth to the national level and providing feedback to the international community.	green	pdf	0	Not_from_Model
a recommendation is made for a more comprehensive assessment of green growth in the future.	green	pdf	0	Not_from_Model
indicators are grouped into the following themes united nations. a guide to the green economy environmental efficiency of production production based greenhouse gas intensity consumption based greenhouse gas emissions energy efficiency renewable energy nutrient surpluses material intensity water use intensity waste treatment.	green	pdf	0	Not_from_Model
natural assets base stocks of timber fish inputs natural gas reserves land conversion into built up land threats to biodiversity.	green	pdf	0	Not_from_Model
environmental quality of life pollution induced health problems policy responses and economic opportunities green patents share of green taxes energy prices carbon emission trading environmental investment and green jobs.	green	pdf	0	Not_from_Model
each of the above indicators is presented on a graph with a time axis so progress can be measured.	green	pdf	0	Not_from_Model
each graph is accompanied by a series of conclusions and a statement of its relevance to green growth.	green	pdf	0	Not_from_Model
green growth in the netherlands.	green	pdf	0	Not_from_Model
green growth in the czech republic czech statistical office this report gives an overview of green growth in the czech republic and presents data for indicators for green growth based on the oecd indicator framework to assess the development of the czech economy towards green growth.	green	pdf	0	Not_from_Model
the report structures the selected indicators intofive interrelated groups sustainability and equity environmental and resource productivity natural asset base environmental quality of life and policy responses and economic opportunities.	green	pdf	0	Not_from_Model
result of the assessment are presented as positive negative or stable trends against each of the indicators.	green	pdf	0	Not_from_Model
green growth in the czech republic.	green	pdf	0	Not_from_Model
towards green growth in denmark oecd this paper assesses danish energy and climate policies and discusses how they could be improved to ensure that objectives are met at least cost.	green	pdf	0	Not_from_Model
it first depicts the evolution of ghg emissions and the energy mix since. it then puts energy and climate policies and targets into perspective and sets out the main challenges.	green	pdf	0	Not_from_Model
the final section assesses how policies could be shaped to enhance the efficiency of these targets and minimise their costs.	green	pdf	0	Not_from_Model
denmark s green growth strategy focuses on moving the energy system away from fossil fuels and investing in green technologies while limiting greenhouse gas ghg emissions.	green	pdf	0	Not_from_Model
on the whole current policies should allow denmark to reach near term climate united nations. a guide to the green economy change targets but may not be sufficient to achieve its most ambitious targets.	green	pdf	0	Not_from_Model
the challenge is to achieve objectives in a cost effective manner and to ensure that these ambitions contribute as much as possible to global ghg emissions mitigation and to stronger and greener growth in denmark.	green	pdf	0	Not_from_Model
better exploiting interactions with eu and international policies finding the appropriate way to support green technologies and reducing ghg emissions in sectors not covered by the eu emission trading scheme are key issues which need to be addressed to meet this challenge.	green	pdf	0	Not_from_Model
a lively liveable singapore strategies for sustainable growth ministry of the environment and water resources and ministry of national development singapore this report documents the findings of the imcsd inter ministerial committee on sustainable development which was set up in with the aim of developing a national sustainable development strategy for singapore.	green	pdf	0	Not_from_Model
the committee consulted extensively with business community leaders and members of the public to develop the strategy.	green	pdf	0	Not_from_Model
the resulting vision was to make singapore a liveable and lively city state one that singaporeans love and are proud to call home.	green	pdf	0	Not_from_Model
a series of strategies were developed to work towards in the transition to a sustainable singapore.	green	pdf	0	Not_from_Model
these were boosting resource efficiency enhancing the urban environment building capabilities and fostering community action.	green	pdf	0	Not_from_Model
these strategies are documented in detail in the overarching sustainable development strategy and include targets and time based actions.	green	pdf	0	Not_from_Model
a lively liveable singapore strategies for sustainable growth.	green	pdf	0	Not_from_Model
green growth planning gggi country programs this paper provides an overview of the green growth planning program of the global green growth institute gggi.	green	pdf	0	Not_from_Model
the gggi helps developing countries to prepare policy options and develop institutions tailored to their respective economic circumstances and constraints including the development of national green growth plans ggps the report outlines the projects current being coordinated through the gggi which includes projects in brazil cambodia ethiopia indonesia kazakhstan thailand and the united arab emirates china mongolia philippines rwanda and vietnam.	green	pdf	0	Not_from_Model
for each project information is provided on the project background objectives main activities and outputs and policy implications.	green	pdf	0	Not_from_Model
 united nations download here. a guide to the green economy citation global green growth institute.	green	pdf	0	Not_from_Model
green growth planning gggi country programs.	green	pdf	0	Not_from_Model
. low carbon development the concept of low carbon development has its roots in the unfccc adopted in rio in. in the context of this convention low carbon development is now generally expressed using the term low emission development strategies leds also known as low carbon development strategies or low carbon growth plans.	green	pdf	0	Not_from_Model
though no formally agreed definition exists leds are generally used to describe forward looking national economic development plans or strategies that encompass low emission and or climate resilient economic growth oecd iea.	green	pdf	0	Not_from_Model
leds have attracted interest in the climate negotiations as a soft alternative to voluntary or obligatory ghg emission reduction targets in developing countries ecn .	green	pdf	0	Not_from_Model
the initial proposal to introduce leds was put forward by the eu in  highlighting how information on planned low carbon pathways can help to inform the international community about funding needs and priorities and to help gauge the level of global climate change action oecd iea.	green	pdf	0	Not_from_Model
the concept has been included in the negotiating texts under the unfccc since the run up to cop in copenhagen in and is part of both the copenhagen accord unfccc  and the cancun agreements unfccc   which recognize that a leds is indispensible to sustainable development and that incentives are required to support the development of such strategies in developing countries.	green	pdf	0	Not_from_Model
though not clearly implied by the terminology leds are understood to also include provisions to reduce vulnerability to climate change impacts.	green	pdf	0	Not_from_Model
the discourse of integrating climate change and development builds on a large body of literature which was assessed by the ipcc in its fourth assessment report sathaye et al.   and distinguished between the traditional climate first approach and a development first approach odi .	green	pdf	0	Not_from_Model
the concept of low carbon development takes a development first approach which rethinks development planning and proposes structural solutions such as alternative infrastructure and spatial planning with lower emission trajectories morita et al.	green	pdf	0	Not_from_Model
it focuses on addressing and integrating climate change with development objectives and is therefore a more useful approach for developing countries.	green	pdf	0	Not_from_Model
in practice the plans are often combinations of new and existing elements all combined in a new way to address pre existing policy objectives along with the need to slow climate change and prepare for its impacts.	green	pdf	0	Not_from_Model
outside of the unfccc the concept has also gained recognition and support by world leaders including at the major economies forum in italy in july where leaders declared that their countries would prepare low carbon growth plans.	green	pdf	0	Not_from_Model
a growing number of international organizations and consultancies have also been involved in low carbon development programs including the undp unep the world bank including through its energy sector management the major economies participating in the mef are australia brazil canada china the european union france germany india indonesia italy japan korea mexico russia south africa the united kingdom and the united states.	green	pdf	0	Not_from_Model
 united nations. a guide to the green economy assistance program esmap  climateworks the climate development knowledge network wwf the european union and a variety of bilateral donors.	green	pdf	0	Not_from_Model
publications following are summaries of recent publications on low carbon development available online.	green	pdf	0	Not_from_Model
low emission development strategies leds oecd iea the oecd and iea secretariat prepared this overview of low emission development strategies in response to a request from the climate change expert group on the united nations framework convention on climate change unfccc.	green	pdf	0	Not_from_Model
the documents do not necessarily represent the views of the oecd or the iea but merely present national policy makers and other decision makers with best practice example of low carbon development.	green	pdf	0	Not_from_Model
the document also goes some way to defining low emission development as forward looking national economic development plans or strategies that encompass low emission and or climate resilient growth.	green	pdf	0	Not_from_Model
the publication recognises that the term leds is a relatively new concept first used by unfccc in but that its use has been becoming more and more frequent and currently is mentioned in negotiating texts from cop and beyond including the copenhagen accord which recognised that a leds is indispensable to sustainable development.	green	pdf	0	Not_from_Model
the leds report provides an overview of technical institutional and policy lessons learned in the preparation of national climate change strategies and leds in the context of expertise and resources  government co ordination and stakeholder involvement.	green	pdf	0	Not_from_Model
each lesson contributes to the cycle defined in the report of preparing coherent co ordinated and strategic low emission development strategies.	green	pdf	0	Not_from_Model
prominent examples are the uk s low carbon transition plan mexico s ghg inventory climate change report co ordination in thailand and guyana s measurement reporting and verification mrv roadmap.	green	pdf	0	Not_from_Model
low carbon growth plans advancing good practice project catalyst the low carbon growth plans advancing good practice report was authored by project catalyst an initiative of the climateworks foundation to provide analytical and policy support for the united nations framework convention on climate change unfccc negotiations on a post kyoto international climate agreement.	green	pdf	0	Not_from_Model
the report states that stabilising carbon emissions at ppm to ensure global temperature rises do not increase further than degrees centigrade above the pre industrial average depends on our will and united nations. a guide to the green economy ability to make a fast transition to a low carbon growth economy.	green	pdf	0	Not_from_Model
the report refrains from defining low carbon growth directly but does offer a series of elements that should be considered in the development of a low carbon plan.	green	pdf	0	Not_from_Model
low carbon growth plans advancing good practice.	green	pdf	0	Not_from_Model
promoting poles of clean growth to foster the transition to a more sustainable economy unctad this unctad publication covers policy responses to meeting the challenge of climate change and the changes to the economic system that need to take place in order to do so.	green	pdf	0	Not_from_Model
the report asserts that the greatest challenge to mitigating climate change is not the macroeconomic costs but the lack of policy regulatory and institutional structures to support the shift to a more sustainable economy that combines low carbon growth with job and income creation in developing countries.	green	pdf	0	Not_from_Model
the report presents three overarching growth poles that can provide opportunities for low carbon economic growth and place the global economy on a path to more sustainable development.	green	pdf	0	Not_from_Model
these growth poles are energy efficiency sustainable agriculture renewable energy technologies each pole is explored in great detail and policy options for the identified initiatives are discussed.	green	pdf	0	Not_from_Model
download here united nations. a guide to the green economy citation united nations conference on trade and development.	green	pdf	0	Not_from_Model
promoting poles of clean growth to foster the transition to a more sustainable economy.	green	pdf	0	Not_from_Model
similarly to the project catalyst report the undp guidebook does not offer a short definition of low emission development but instead provides a series of detailed steps to the formation of low emission development plans.	green	pdf	0	Not_from_Model
these are as follows identification of key stakeholders and establishment of participatory planning and coordination frameworks generation of climate change profiles and vulnerability scenarios identification and prioritisation of mitigation and adaptation options assessment of financing requirements and development of low emission climate resilient roadmaps for project development policy instruments and financial flows.	green	pdf	0	Not_from_Model
preparing low emission climate resilient development strategies.	green	pdf	0	Not_from_Model
climate change and the world bank group the challenge of low carbon development world bank the publication presents the results of an evaluation that aimed to seek lessons and recommendations in relation to the low carbon development of the world bank group s portfolio in energy forestry and transport.	green	pdf	0	Not_from_Model
the evaluation sought to establish how the wbg s investments in low carbon growth opportunities can have the greatest impact both for development and for greenhouse gas mitigation.	green	pdf	0	Not_from_Model
the report is based around financial investments and their importance in the development of low carbon economies.	green	pdf	0	Not_from_Model
again the publication refrains from defining exactly what low carbon united nations. a guide to the green economy development is but offers a multitude of elements that comprise economic development from a low carbon perspective.	green	pdf	0	Not_from_Model
climate change and the world bank group the challenge of low carbon development.	green	pdf	0	Not_from_Model
national strategies following are summaries of recent national low carbon development strategies or similar documents available online.	green	pdf	0	Not_from_Model
low carbon development for mexico esmap the low carbon development for mexico report by esmap provides an analysis of how mexico is able to substantially reduce its carbon emissions whilst at the same time growing the economy.	green	pdf	0	Not_from_Model
the document begins by asserting that low carbon development is indeed possible in mexico however there are many entrenched barriers to achieving it which come in the form of information gaps regulation and trade.	green	pdf	0	Not_from_Model
the report evaluates interventions that promote low carbon development in five key sectors electric power oil and gas energy end use transport and agriculture and forestry.	green	pdf	0	Not_from_Model
each sector is subject to a cost analysis to determine the most viable intervention mechanisms that can be implemented within to years.	green	pdf	0	Not_from_Model
low carbon development for mexico.	green	pdf	0	Not_from_Model
brazil low carbon development study world bank the brazil low carbon development study by the world bank offers a significant exploration into the potential for brazil to foster economic development whilst reducing greenhouse gas emissions and is the result of a consultative iterative approach with experts and government representatives in brazil with an interest in low carbon development.	green	pdf	0	Not_from_Model
this study uses the brazilian government s four key development areas lulucf land use land use change and forestry  energy transport and waste management to focus on and examine the current systems that generate carbon emission in these sectors.	green	pdf	0	Not_from_Model
the report then analyses the conditions required for large scale decarbonisation of the sectors to by providing technical and analytical elements for emissions reductions.	green	pdf	0	Not_from_Model
 united nations. a guide to the green economy following this the study analyses the options from both a macro and micro economic perspective presents a national low carbon scenario for brazil and then provides financing options to achieve the scenario.	green	pdf	0	Not_from_Model
the final section identifies the other structural and institutional changes that will be required in brazil to meet the low carbon scenario.	green	pdf	0	Not_from_Model
brazil low carbon country case study.	green	pdf	0	Not_from_Model
columbian low carbon development strategy ministry of environment sustainable development the columbian low carbon development strategy recognises that although columbia s carbon emissions are low relative to developed countries they will grow significantly if no mitigation occurs considering the projected economic growth.	green	pdf	0	Not_from_Model
the strategy states that columbia should take advantage of international financial incentives to promote low carbon growth and prepare the economy for a future carbon conscious global economy.	green	pdf	0	Not_from_Model
the strategy comprises key components each of which are explored in detail. identification and assessment of alternatives and opportunities in low carbon development. design and implementation of plans policies and measurements in low carbon development and. design and construction of mrv monitoring reporting and verification system.	green	pdf	0	Not_from_Model
colombian low carbon development strategy.	green	pdf	0	Not_from_Model
low carbon growth plan for australia climate works australia this plan produced by climate works australia sets out emissions reductions opportunities for australia the challenges faced in capturing them and actions required to succeed.	green	pdf	0	Not_from_Model
the report identifies opportunities available to businesses as well as guiding the actions required for government and consumers to achieve the emissions reductions for australia at the lowest possible cost.	green	pdf	0	Not_from_Model
the report is not a national strategy of the australian government per se but it was funded through the australian carbon trust and regional and national governmental departments.	green	pdf	0	Not_from_Model
low carbon growth plan for australia.	green	pdf	0	Not_from_Model
 united nations. a guide to the green economy dominica low carbon climate resilient development strategy  climate investment funds the low carbon climate resilient development strategy  for dominica by climate investment funds is aimed at furthering dominica s efforts in the transformation to a green economy.	green	pdf	0	Not_from_Model
the strategy recognises the challenges that small island developing states face with regard to the impacts of climate change.	green	pdf	0	Not_from_Model
in response to this the low carbon strategy puts forward a plan to achieve the island s sustainable development goals whilst meeting critical social development and poverty reduction targets.	green	pdf	0	Not_from_Model
the strategy begins by setting the development context for the island which documents the existing development plans and programs before analysing the policy legal and institutional elements of low carbon development.	green	pdf	0	Not_from_Model
following this the strategy identifies the rationale for climate change financing and investment and then documents the implementation plan for the council for environment climate change and development accountable for the delivery of the low carbon development strategy.	green	pdf	0	Not_from_Model
dominica low carbon climate resilient development strategy. transforming guyana s economy while combating climate change republic of guyana the low carbon development strategy of guyana entitled transforming guyana s economy while combating climate change  is the result of over a year of consultation within guyana and substantiated with input from the united nations and international climate change initiatives.	green	pdf	0	Not_from_Model
transforming guyana s economy while combating climate change pp.	green	pdf	0	Not_from_Model
building a low carbon indian economy confederation of indian industry the building a low carbon indian economy report by the confederation of indian industry recognises that although india is undergoing a phase of rapid industrial development there are clear signs that industry in india has adopted an approach that can help india leapfrog to a low carbon economy.	green	pdf	0	Not_from_Model
the report asserts that this can be done by adopting suitable policies to promote non carbon intensive fuels renewables and state of the art technologies to promote energy efficiency.	green	pdf	0	Not_from_Model
the strategy identifies priority areas with the potential to mitigate india s carbon emissions and put the country on the path to a low carbon economy.	green	pdf	0	Not_from_Model
these are renewable energy energy efficiency cleaner conventional energy technologies hydrogen fuel cells free and open markets green buildings the aviation sector water efficiency agriculture afforestation research development and financing.	green	pdf	0	Not_from_Model
the document concludes by providing specific actions to be undertaken by government industry and civil society independently that will put india on a path to a low carbon economy.	green	pdf	0	Not_from_Model
building a low carbon indian economy.	green	pdf	0	Not_from_Model
low carbon development options for indonesia world bank ministry of finance indonesia the report on low carbon development options for indonesia produced by the world bank in collaboration with the ministry of finance for indonesia puts forward a series of economic development options for indonesia that will help in the transition to a green economy.	green	pdf	0	Not_from_Model
the phase report recognises that sound environmental management reduction of greenhouse gas emissions and economic efficiency and growth are compatible goals.	green	pdf	0	Not_from_Model
this part of the study investigated the greenhouse gas emissions of the country as well as the economic policy instruments available for addressing climate change mitigation and adaption in indonesia.	green	pdf	0	Not_from_Model
low carbon development options for indonesia.	green	pdf	0	Not_from_Model
 united nations. a guide to the green economy opportunities for low carbon investment in tanzania an assessment of future emissions growth and low carbon reduction potential global climate adaptation partnership stockholm environment institute ukaid this report focuses on the potential for low carbon opportunities and the financing that could flow from such projects.	green	pdf	0	Not_from_Model
tanzania needs additional investment to facilitate growth that is more sustainable than the current pathway.	green	pdf	0	Not_from_Model
this could be achieved through using financing mechanisms that provide funding for projects and programmes where greenhouse gas ghg emissions reductions can be demonstrated.	green	pdf	0	Not_from_Model
in addition to reducing carbon many of these options could lead to more sustainable growth through protecting natural resources improving environmental quality delivering economic opportunities and reducing reliance on fossil imports.	green	pdf	0	Not_from_Model
