text	confidence_value	confidence_level	data_provenance
The OpenPHRI framework consists of a two-layer damping controller, depicted in Figure 1.	0.027381859719753265	Medium	Semantic Scholar
This allows the user to provide compliance and other safety features at both the joint and task levels, depending on the application.	0.03563038259744644	Medium	Semantic Scholar
In each station, the work to be done depends on the exact product configuration, and is not consistent across all products.	0.009440021589398384	Medium	Semantic Scholar
With the increasing availability of moving-object tracking data, trajectory search is increasingly important.	0.02360920049250126	Medium	Semantic Scholar
TSR query processing faces three challenges: how to model the spatial-density correlation between query regions and data trajectories, how to effectively prune the search space, and how to effectively schedule multiple so-called query sources.	0.028148695826530457	Medium	Semantic Scholar
To tackle these challenges, a series of new metrics are defined to model spatial-density correlations.	0.009753054939210415	Medium	Semantic Scholar
However, the same level of automation is generally not achieved in logistics, typically performed by human operators and manually driven vehicles.	0.01521267555654049	Medium	Semantic Scholar
Although several products have already been put on the market, consumers and distributors have difficulty comparing their performance during assistance because they are currently not measured in a standardized manner.	0.01129139494150877	Medium	Semantic Scholar
In the test, a testing machine makes reference movements imitating trunk movements with knee and hip joints during manual handling such as lowering down, holding, and raising up.	0.009376924484968185	Medium	Semantic Scholar
The human experiments show that the reference movements are ergonomically plausible to mimic the actual motion of humans.	0.02782847359776497	Medium	Semantic Scholar
Training a deep neural network with a large number of parameters often leads to overfitting problem.	0.011852249503135681	Medium	Semantic Scholar
Moreover, training a Dropout model will significantly increase the training time as it takes longer time to converge than a non-Dropout model with the same architecture.	0.007297954056411982	Medium	Semantic Scholar
Biased Dropout divides the hidden units in a certain layer into two groups based on their magnitude and applies different Dropout rate to each group appropriately.	0.01839139685034752	Medium	Semantic Scholar
Hidden units with higher activation value, which give more contributions to the network final performance, will be retained by a lower Dropout rate, while units with lower activation value will be exposed to a higher Dropout rate to compensate the previous part.	0.03253750130534172	Medium	Semantic Scholar
The second approach is Crossmap Dropout, which is an extension of the regular Dropout in convolution layer.	0.012342870235443115	Medium	Semantic Scholar
Each feature map in a convolution layer has a strong correlation between each other, particularly in every identical pixel location in each feature map.	0.0071905190125107765	Medium	Semantic Scholar
Crossmap Dropout tries to maintain this important correlation yet at the same time break the correlation between each adjacent pixel with respect to all feature maps by applying the same Dropout mask to all feature maps, so that all pixels or units in equivalent positions in each feature map will be either dropped or active during training.	0.035565685480833054	Medium	Semantic Scholar
During the last decades photogrammetric computer vision systems have been well established in scientific and commercial applications.	0.014852747321128845	Medium	Semantic Scholar
With multi-copter UAVs it is possible to capture images with six degrees of freedom and thus generate a smooth transition from terrestrial images to nadir aerial images.	0.01496149878948927	Medium	Semantic Scholar
We evaluate our approach based on five different case studies for applications in mining, archaeology and urban environments and present several accuracy related analyses investigating camera calibration, georegistration, camera network configuration and ground sampling distance.	0.017960363999009132	Medium	Semantic Scholar
The availability of mobile devices equipped with depth sensors compels the developed applications to be both memory and computationally efficient.	0.010427589528262615	Medium	Semantic Scholar
Toward this, in this letter, we present 3DHoPD, a new low-dimensional 3-D feature descriptor that is extremely fast to compute.	0.012693243101239204	Medium	Semantic Scholar
Then, we propose histograms of point distributions (HoPD) to capture the neighborhood structure, thus forming 3DHoPD (3D+HoPD).	0.014976559206843376	Medium	Semantic Scholar
Afterwards, the weightless neural tagger was further subjected to new corpora in languages that range from very isolating to polysynthetic ones.	0.02730674296617508	Medium	Semantic Scholar
The best performing instances of mWANN-Tagger are again the ones produced by the universal parameter configuration.	0.015378866344690323	Medium	Semantic Scholar
A series of experiments were conducted on ten real-life transaction data sets, and experimental results show the superior performance of the proposed method.	0.015801141038537025	Medium	Semantic Scholar
In particular, virtual fixtures, which are geometrical constraints imposed to the tool by the robot, have received great interest in the domain of surgical applications.	0.01638725958764553	Medium	Semantic Scholar
So far, this concept has been implemented in the context of open surgery.	0.007392887957394123	Medium	Semantic Scholar
This paper explores the application of virtual fixtures for minimally invasive surgery, in which the tool is inserted in the patient through a fulcrum.	0.02357914112508297	Medium	Semantic Scholar
Here, a key issue is to return to the surgeon forces that are virtually applied at the instrument distal tip, while the robot is physically attached to the instrument proximal handle.	0.019055623561143875	Medium	Semantic Scholar
A first approach consists of applying a full wrench at the proximal end of the instrument that is equal to the wrench constituted by a pure force applied to the instrument's distal tip.	0.02096582017838955	Medium	Semantic Scholar
The two approaches are compared through experiments, during which naive subjects blindly perform virtual object palpation and robot-guided movements.	0.019580351188778877	Medium	Semantic Scholar
Although drastically different, the two approaches provide assistance with a similar level of efficiency.	0.007981172762811184	Medium	Semantic Scholar
We present a contact planner for complex legged locomotion tasks: standing up, climbing stairs using a handrail, crossing rubble, and getting out of a car.	0.014626984484493732	Medium	Semantic Scholar
Current planners suffer from their prohibitive algorithmic complexity because they deploy a tree of robot configurations projected in contact with the environment.	0.03305647522211075	Medium	Semantic Scholar
This condition defines a geometric approximation of the contact manifold, which is of low dimension, presents a Cartesian topology, and can be efficiently sampled and explored.	0.033963892608881	Medium	Semantic Scholar
However, the labeled training corpus may have many false-positive data, which would hurt the performance of relation extraction.	0.019240906462073326	Medium	Semantic Scholar
Experimental results demonstrate that our proposed approach is effective and achieves better performance than traditional methods.	0.016310792416334152	Medium	Semantic Scholar
This letter reports the concept and design of the active-braid, a novel bioinspired continuum manipulator with the ability to contract, extend, and bend in three-dimensional space with varying stiffness.	0.012333312071859837	Medium	Semantic Scholar
The manipulator utilizes a flexible crossed-link helical array structure as its main supporting body, which is deformed by using two radial actuators and a total of six longitudinal tendons, analogously to the three major types of muscle layers found in muscular hydrostats.	0.014740713872015476	Medium	Semantic Scholar
This paper provides a new method for slip detection based on video processing, which can offer multidimensional sensing information and it is applicable for gripping deformable objects.	0.014764709398150444	Medium	Semantic Scholar
The features of interest points, detected by the SURF algorithm in subsequent frames, are used to identify the properties of object and calculate the object ’ s changes.	0.017450878396630287	Medium	Semantic Scholar
Besides, the object ’ s distortion and direction of tangential force on the surface can be determined from these tracks, which helps to the estimation of the object ’ s damage.	0.027949761599302292	Medium	Semantic Scholar
To evaluate tool availability so as to improve its utilization, the tool diagnosis models for tool-remaining-useful-life (RUL) estimation and tool-state classification are required.	0.00848500244319439	Medium	Semantic Scholar
The purpose of this letter is to propose a gradual refreshing scheme for modeling, running, and refreshing tool diagnosis models.	0.007685487158596516	Medium	Semantic Scholar
The examples of engine-case machining are adopted in this letter to illustrate how the system works for estimating tool-RUL, classifying tool-states, and further, improving tool utilization.	0.03380374610424042	Medium	Semantic Scholar
The existing methods for registration of point clouds acquired by laser scanners have some limitations.	0.011000494472682476	Medium	Semantic Scholar
Current registration methods cannot accurately model the surface uncertainty for such kind of point clouds of limited and large varying density.	0.01839100569486618	Medium	Semantic Scholar
To deal with these problems, in this paper, we propose an uncertainty model based on the Gaussian Mixture Model (GMM) to represent the point cloud.	0.012399493716657162	Medium	Semantic Scholar
Furthermore, by assigning each Gaussian component with a pose, a probabilistic graph can be constructed to tackle the problem of registration when the platform is moving while scanning.	0.0074445451609790325	Medium	Semantic Scholar
We introduce the concept of regular expression characteristics as a unified way to concisely express bounds on time-series constraints.	0.007596866227686405	Medium	Semantic Scholar
A control strategy is proposed to deal with the fundamental gain selection problem of optical flow landings.	0.007773501332849264	Medium	Semantic Scholar
In this work, we propose a weakly-supervised learning-based approach to 3D shape completion which neither requires slow optimization nor direct supervision.	0.014820470474660397	Medium	Semantic Scholar
Shapenet: an information-rich 3d model repository , 2015. arXiv:1512.03012) and ModelNet (Wu et al., in: Proceedings of IEEE conference on computer vision and pattern recognition (CVPR), 2015) as well as on real robotics data from KITTI (Geiger et al., in: Proceedings of IEEE conference on computer vision and pattern recognition (CVPR), 2012) and Kinect (Yang et al. , 3d object dense reconstruction from a single depth view , 2018. arXiv:1802.00411), we demonstrate that the proposed amortized maximum likelihood approach is able to compete with the fully supervised baseline of Dai et al.	0.019261281937360764	Medium	Semantic Scholar
The query logs from an on-line map query system provide rich cues to understand the behaviors of human crowds.	0.016774144023656845	Medium	Semantic Scholar
Given crowds map query logs, our proposed HCAR-NN not only learns the local temporal correlation among map queries in a query session (e.g., queries in a short-term interval are relevant to accomplish a search mission), but also captures the global longer range contextual dependencies among map query sessions in query logs (e.g., how a sequence of queries within a short-term interval has an influence on another sequence of queries).	0.03569827601313591	Medium	Semantic Scholar
The problem has attracted a lot of attention as it provides a way to improve marketing, branding, and product adoption.	0.01178338285535574	Medium	Semantic Scholar
Our research approach can be effectively used for online marketing campaigns that depend on the physical location of social users.	0.029453879222273827	Medium	Semantic Scholar
Then, we propose the OIR*-Tree index, which is a hybrid index combining ordered influential node lists with an R*-tree.	0.024968957528471947	Medium	Semantic Scholar
We show that our index based approach is significantly more efficient than the greedy algorithm and the upper bounded pruning algorithm, especially when <inline-formula> <tex-math notation="LaTeX"> $k $</tex-math> <alternatives> <inline-graphic xlink: href="li-ieq7-2690288.gif"/> </alternatives> </inline-formula> is large.	0.0233443770557642	Medium	Semantic Scholar
Finally, we evaluate the performance for all of the proposed approaches using three real datasets.	0.012711153365671635	Medium	Semantic Scholar
The results of this comparison showed that our approach provides superior performance in terms of settling time, maximum overshoot and residual vibrations.	0.010177955962717533	Medium	Semantic Scholar
The design of the controller presented relies on a non-linear single-lumped mass dynamic model that describes the dynamics of a single link arm with only one significant vibrational mode.	0.01869327947497368	Medium	Semantic Scholar
The results of the paper are demonstrated with co-simulations with Matlab/Simulink and MSC ADAMS, and experimental validation.	0.01068705040961504	Medium	Semantic Scholar
This paper considers the problem of localizing actions in videos as sequences of bounding boxes.	0.008330529555678368	Medium	Semantic Scholar
First, inspired by selective search for object proposals, we introduce an approach to generate action proposals from spatiotemporal super-voxels in an unsupervised manner, we call them Tubelets.	0.010138064622879028	Medium	Semantic Scholar
Finally, we introduce spatiotemporal refinement of Tubelets, for more precise localization of actions, and pruning to keep the number of Tubelets limited.	0.007649380713701248	Medium	Semantic Scholar
For action localization, we show top performance on both the trimmed videos of UCF Sports and UCF101 as well as the untrimmed videos of MSR-II.	0.025898538529872894	Medium	Semantic Scholar
We evaluate our methods on three datasets: a dataset of 10 people that we created and two publicly available datasets which include a total of 48 people.	0.013917382806539536	Medium	Semantic Scholar
Despite the impact and relevance of this problem to many domains, only a limited amount of work has been devoted toward an effective solution.	0.03172677010297775	Medium	Semantic Scholar
Our evaluation of competitiveness utilizes customer reviews, an abundant source of information that is available in a wide range of domains.	0.014112824574112892	Medium	Semantic Scholar
We further provide a preliminary investigation of transfer learning from synthetic to real environments in a localization context.	0.01775367744266987	Medium	Semantic Scholar
In recommender systems, one key task is to predict the personalized rating of a user to a new item and then return the new items having the top predicted ratings to the user.	0.01328994706273079	Medium	Semantic Scholar
However, the collaborative filtering techniques are severely affected by the data sparsity of the underlying user-item rating matrix and often confront the cold-start problems for new items and users.	0.01573294587433338	Medium	Semantic Scholar
Further, we extend KAMF to address the cold-start problem for new users by utilizing the social links between users.	0.018187126144766808	Medium	Semantic Scholar
Finally, we conduct a comprehensive performance evaluation for KAMF using two large-scale real-world data sets recently released in Yelp and MovieLens.	0.01643553003668785	Medium	Semantic Scholar
We consider scenarios where several agents must aggregate their preferences over a large set of candidates with a combinatorial structure.	0.0071625784039497375	Medium	Semantic Scholar
At each step, all agents express their preferences over the domain of a variable; based on such preferences, a voting rule is used to select one value for that variable.	0.01707439124584198	Medium	Semantic Scholar
An efficient iterative algorithm is developed to address the optimization problem, and we also prove the convergence of the algorithm.	0.015934525057673454	Medium	Semantic Scholar
Experiments on several public data sets demonstrate the effectiveness and efficiency of the method we propose.	0.01265308354049921	Medium	Semantic Scholar
For the latter, one can ppreciate readily the scale of the data consumed just by thinkng about the amount of image and video data downloaded evry minute in social media such as Facebook, Instagram, Snapchat, mong others.	0.0251667071133852	Medium	Semantic Scholar
Moreover, visual data is by large the most diverse nd demanding media, as compared to text for instance, growing t an unprecedented speed.	0.008211339823901653	Medium	Semantic Scholar
This requires the design of effective ethods to manage it, by mining relevant information while disarding redundant or useless data.	0.011003795079886913	Medium	Semantic Scholar
To that end, more scalable and obust methods are required to efficiently index, retrieve, organize, nterpret and interact with such big visual data, and this cannot be one without automatic or semi-automatic, e.g.	0.015831463038921356	Medium	Semantic Scholar
human in the loop, ethods and processes capable of distil useful observations from a arge quantity of raw data.	0.031679846346378326	Medium	Semantic Scholar
In this paper, we provide a novel approach to the architectural design of deep Recurrent Neural Networks using signal frequency analysis.	0.021658392623066902	Medium	Semantic Scholar
The proposed method is first analyzed and refined on a controlled scenario and then it is experimentally assessed on challenging real-world tasks.	0.014386642724275589	Medium	Semantic Scholar
Some forms of competition among activity bumps in a two-dimensional neural field are studied.	0.011840828694403172	Medium	Semantic Scholar
Next, the threshold dynamics is omitted from the model and we focus on the properties of the steady-state.	0.017960237339138985	Medium	Semantic Scholar
Particular issues about solution existence and stability conditions are considered.	0.022990556433796883	Medium	Semantic Scholar
Along this line, we propose CAMEL, a novel topic model for complementary aspect-based opinion mining across asymmetric collections.	0.010086572729051113	Medium	Semantic Scholar
Extensive experiments on real-world multi-collection reviews data demonstrate the superiority of our methods to competitive baselines.	0.013429474085569382	Medium	Semantic Scholar
The parties agree on the existence, values, and histories of the states.	0.03563927114009857	Medium	Semantic Scholar
We analyze both in-production and research systems in four dimensions: distributed ledger, cryptography, consensus protocol, and smart contract.	0.01100607868283987	Medium	Semantic Scholar
The results demonstrate several trade-offs in the design space, as well as big performance gaps between blockchain and database systems.	0.03433805704116821	Medium	Semantic Scholar
In this paper, we first propose the transitive closure based constraint propagation approach, which makes use of the transitive closure operator and the affinity propagation to address the first limitation.	0.027717089280486107	Medium	Semantic Scholar
Next, the adaptive semi-supervised clustering ensemble framework is proposed to address the third limitation, which adopts a newly designed adaptive process to search for the optimal subspace set.	0.022100012749433517	Medium	Semantic Scholar
( 2) It outperforms other state-of-the-art approaches on 12 out of 20 cancer datasets, and 8 out of 10 UCI machine learning datasets.	0.026181628927588463	Medium	Semantic Scholar
Therefore, papers that actively combine, integrate, or contrast approaches from more than one of the areas are especially welcome.	0.03375960513949394	Medium	Semantic Scholar
Application papers showcasing CP/AI/OR techniques on innovative and challenging applications or experience reports on such applications are also strongly encouraged.	0.025428880006074905	Medium	Semantic Scholar
When a load acts on the sensor, the contact position and both normal and tangential forces can be detected.	0.014180709607899189	Medium	Semantic Scholar
This letter also presents two feedback control laws of a robot finger mounted with the proposed sensor.	0.012611379846930504	Medium	Semantic Scholar
The availability of the control laws are confirmed through motion experiments.	0.008720135316252708	Medium	Semantic Scholar
Explicit social recommendation assumes the existence of not only the users ’ ratings on items, but also the explicit social connections between users.	0.012655186466872692	Medium	Semantic Scholar
We propose an optimization framework to learn the degree of social correlation and rating prediction jointly, so these two tasks can mutually boost the performance of each other.	0.018007850274443626	Medium	Semantic Scholar
The experiments show that the proposed model, with only two parameters, can significantly outperform the state-of-the-art solutions for both explicit and implicit social recommender systems.	0.022703617811203003	Medium	Semantic Scholar
Finally, the design of the roadmap, performed by expert technicians is manually optimised in a tedious process to achieve maximum flow of goods for the plant operator.	0.007112856954336166	Medium	Semantic Scholar
First, we propose the employment of a novel, industrial-ready SICK 3D laser scanning technology in order to build an accurate and consistent virtual representation of the whole warehouse environment.	0.012698515318334103	Medium	Semantic Scholar
Second, the semantic map provides a free space map which is used as a basis for the automatic roadmap creation in order to achieve optimal flow.	0.017902053892612457	Medium	Semantic Scholar
Community question answering (cQA) has become an important issue due to the popularity of cQA archives on the Web.	0.010647929273545742	Medium	Semantic Scholar
However, the lexical gap problem brings a new challenge for question retrieval in cQA.	0.009259055368602276	Medium	Semantic Scholar
One is a basic category powered model called MB-NET and the other one is an enhanced category powered model called ME-NET which can better learn the distributed word representations and alleviate the lexical gap problem.	0.014281162060797215	Medium	Semantic Scholar
To deal with the variable size of word representation vectors, we employ the framework of fisher kernel to transform them into the fixed-length vectors.	0.008884530514478683	Medium	Semantic Scholar
Experimental results on large-scale English and Chinese cQA data sets show that our proposed approaches can significantly outperform state-of-the-art retrieval models for question retrieval in cQA.	0.03475417196750641	Medium	Semantic Scholar
We validate the proposed approach by performing an experimental study with five participants in a guided lane, keeping task under different interaction behaviors of participants.	0.02050682157278061	Medium	Semantic Scholar
The results show the system capability to adapt the control input based on the driver's acceptance on the torque intervention.	0.007315513677895069	Medium	Semantic Scholar
This letter proposes a feedforward (FF) controller for the twisted and coiled polymer actuator (TCPA), the so-called fishing line/sewing thread artificial muscle, based on its macroscopic nonlinear model.	0.008992352522909641	Medium	Semantic Scholar
Although several methods considering Joule heating as the input have been proposed to control the TCPA displacement, the FF controller based on the linear model shows the nonnegligible offset error.	0.01118374615907669	Medium	Semantic Scholar
The former part consists of a converter from the displacement to temperature and a ratio adjuster for the squared voltage.	0.01621687225997448	Medium	Semantic Scholar
This representation allows direct integration of the asynchronous events with microsecond accuracy and the inertial measurements at high frequency.	0.015551399439573288	Medium	Semantic Scholar
We also show that both the map orientation and scale can be recovered accurately by fusing events and inertial data.	0.012100876308977604	Medium	Semantic Scholar
To the best of our knowledge, this is the first work on visual-inertial fusion with event cameras using a continuous-time framework.	0.015139570459723473	Medium	Semantic Scholar
The leaf removal task represents a challenging vision and manipulation problem: the lettuce is in a random pose on a flat surface, from which the outermost leaves must be removed quickly and without causing damage.	0.023946160450577736	Medium	Semantic Scholar
Artificial Neural Networks (ANNs) are commonly used in place of expensive models to reduce the computational burden required for uncertainty quantification, reliability and sensitivity analyses.	0.02065078541636467	Medium	Semantic Scholar
ANN with selected architecture is trained with the back-propagation algorithm from few data representatives of the input/output relationship of the underlying model of interest.	0.022537309676408768	Medium	Semantic Scholar
On the other hand, using cross-validation to select the best performing ANN based on the ANN with the highest R2 value can lead to biassing in the prediction.	0.008505599573254585	Medium	Semantic Scholar
This is as a result of the fact that the use of R2 cannot determine if the prediction made by ANN is biased.	0.012386304326355457	Medium	Semantic Scholar
Hence, in this paper, we propose an approach to improve the robustness of a prediction made by ANN.	0.0075638568960130215	Medium	Semantic Scholar
The approach is based on a systematic combination of identical trained ANNs, by coupling the Bayesian framework and model averaging.	0.025374967604875565	Medium	Semantic Scholar
To demonstrate the applicability of the proposed approach, two synthetic numerical examples are presented.	0.016219565644860268	Medium	Semantic Scholar
Viral marketing is such a typical application in which new products or commercial activities are advertised by some seed users in OSNs to other users in a cascading manner.	0.03444783017039299	Medium	Semantic Scholar
The selection of initial seed users yields a tradeoff between the expense and reward of viral marketing.	0.020864300429821014	Medium	Semantic Scholar
In this paper, we define a general profit metric that naturally combines the benefit of influence spread with the cost of seed selection in viral marketing.	0.023631393909454346	Medium	Semantic Scholar
We show that the profit metric is significantly different from the influence metric in that it is no longer monotone.	0.0221918523311615	Medium	Semantic Scholar
We also derive several upper bounds to benchmark the practical performance of an algorithm on any specific problem instance.	0.03435120731592178	Medium	Semantic Scholar
This study presents a spatial weighting scheme to reduce the effect of noisy trials on the mean vector.	0.014927300624549389	Medium	Semantic Scholar
Incidentally, the proposed method obtains better accuracy for the majority of subjects compared to the classical Riemannian method.	0.014564472250640392	Medium	Semantic Scholar
These people use social media to request information and help in situations where time is a critical commodity.	0.01844090409576893	Medium	Semantic Scholar
Algorithms to ensure prompt responders for questions in social media have to understand and model the factors affecting their response time.	0.024788152426481247	Medium	Semantic Scholar
We propose a learning algorithm from these criteria to derive optimal rankings of responders for a given question.	0.010318156331777573	Medium	Semantic Scholar
Recent studies show that incorporating the hierarchy of items or user preferences can improve the performance of recommender systems.	0.012927426025271416	Medium	Semantic Scholar
However, hierarchical structures are often not explicitly available, especially those of user preferences.	0.009132214821875095	Medium	Semantic Scholar
Thus, there's a gap between the importance of hierarchies and their availability.	0.014697431586682796	Medium	Semantic Scholar
In the intermediate layers of the neocognitron, local features are extracted from input patterns.	0.010671941563487053	Medium	Semantic Scholar
In the deepest layer, based on the features extracted in the intermediate layers, input patterns are classified into classes.	0.01567487046122551	Medium	Semantic Scholar
By introducing the margin to the WTA, we can generate a compact set of cells, with which a high recognition rate can be obtained with a small computational cost.	0.011270062997937202	Medium	Semantic Scholar
The low-frequency 1/f power scaling depends on strong reciprocal inhibition, whereas the α rhythm is generated by electrical coupling of intrinsically active neurons.	0.02339412085711956	Medium	Semantic Scholar
This study also confirms that both synaptic and voltage-gated membrane currents contribute substantially to the LFP and that high-frequency signals such as action potentials quickly taper off with distance.	0.011466996744275093	Medium	Semantic Scholar
Unfortunately, wearable devices currently in the market are either incapable of complex functionality or severely impaired by short battery lifetime.	0.007863652892410755	Medium	Semantic Scholar
In this work, we present a smart watch platform based on an ultralow-power (ULP) heterogeneous system composed of a TI MSP430 microcontroller, the PULP programmable parallel accelerator, and a set of ULP sensors, including a camera.	0.01652250438928604	Medium	Semantic Scholar
In particular, we first categorized the representative works in terms of media type and then summarized the core techniques for converting textual information into machine-friendly forms.	0.022172076627612114	Medium	Semantic Scholar
A multi-agent system is considered, which consists of several mobile sensing platforms with the goal to identify the parameters of a spatio-temporal process modeled by a partial differential equation.	0.023362135514616966	Medium	Semantic Scholar
A probabilistic approach toward partial differential equations and sparsity constraints modeling with factor graphs is developed and realized by a customized message passing algorithm.	0.033151909708976746	Medium	Semantic Scholar
The algorithm permits efficient identification of source parameters: the number of sources, their locations and amplitudes.	0.00737145496532321	Medium	Semantic Scholar
In the past decade, there has been little effort to provide a systematic review of SW research.	0.008667557500302792	Medium	Semantic Scholar
Unfortunately the sum of element constraints obtains a weak filtering and the MinimumAssignment constraint does not scale well on large instances.	0.012815047986805439	Medium	Semantic Scholar
This work proposes a third approach by introducing the ResourceCostAllDifferent constraint and an associated incremental and scalable filtering algorithm, running in O (n ⋅ m) $\mathcal {O} (n \cdot m) $, where n is the number of unbound variables and m is the maximum domain size of unbound variables.	0.025374218821525574	Medium	Semantic Scholar
Its goal is to compute the total cost in a scalable manner by dealing with the fact that all assignments must be different.	0.022036714479327202	Medium	Semantic Scholar
This parallel architecture is implemented in modern Field-Programmable Gate Arrays (FPGAs) devices to provide high performance execution and flexibility to support large-scale SNN models.	0.021320026367902756	Medium	Semantic Scholar
A major issue limiting their usage is the undesired effect of fabric motion artefacts corrupting movement signals.	0.013884119689464569	Medium	Semantic Scholar
In this letter, an unsupervised latent space regression method is presented for learning body movements from fabric motion corrupted sensors, while simultaneously allowing for automatic recalibration.	0.015757886692881584	Medium	Semantic Scholar
This allows for the implementation of adaptive motion artefact methods in real-world sensor-embedded clothing.	0.020539086312055588	Medium	Semantic Scholar
To ensure patient safety, many hospitals have implemented rapid response process to provide care to acute patients who experience acute physiological deterioration.	0.03520577400922775	Medium	Semantic Scholar
Continuous improvement issues are investigated by introducing an indicator to identify the bottleneck care provider whose response time reduction could lead to the largest decrease in patient waiting time.	0.010447363369166851	Medium	Semantic Scholar
Existing methods for retweets have been conducted for analyzing the social network structure, or understanding the retweeting mechanism.	0.01782665029168129	Medium	Semantic Scholar
Particularly, we consider users' retweet behaviors and focus on investigating whether users with a certain emotional status will retweet the tweet corresponding with users' current mood from their friends.	0.03303643316030502	Medium	Semantic Scholar
First, we construct a model of emotion detection via considering two kinds of emotional signals; second, we extract possible retweeted friends and tweets; third, based on the first two steps, we obtain Top-N retweets using Learn-to-Rank method.	0.021633658558130264	Medium	Semantic Scholar
Experimental results demonstrate that our retweeting prediction framework has substantial advantages over commonly used retweeting prediction approaches in predicting retweeting behaviors.	0.02341676689684391	Medium	Semantic Scholar
Online two-dimensional (2D) multi-object tracking (MOT) is a challenging task when the objects of interest have similar appearances.	0.008372112177312374	Medium	Semantic Scholar
In that case, the motion of objects is another helpful cue for tracking and discriminating multiple objects.	0.009804881177842617	Medium	Semantic Scholar
However, when using a single moving camera for online 2D MOT, observable motion cues are contaminated by global camera movements and, thus, are not always predictable.	0.012729275040328503	Medium	Semantic Scholar
Experimental results validated the effectiveness of the proposed data association algorithm under unexpected camera motions.	0.013867762871086597	Medium	Semantic Scholar
The device has the ability to modify its form in the user's grasp to communicate heading and proximity to navigational targets.	0.00854150764644146	Medium	Semantic Scholar
We believe more structured device familiarization, particularly for VI users, could improve performance and incorrect technology expectations (such as obstacle avoidance capability), which influenced overall opinion.	0.02082759328186512	Medium	Semantic Scholar
In this paper, we study extensions to the Gaussian processes (GPs) continuous occupancy mapping problem.	0.007448915857821703	Medium	Semantic Scholar
The first problem is related to mapping under pose uncertainty and how to propagate pose estimation uncertainty into the map inference.	0.014224491082131863	Medium	Semantic Scholar
Hand–eye calibration is a classic problem in robotics that aims to find the transformation between two rigidly attached reference frames, usually a camera and a robot end-effector or a motion tracker.	0.01621914654970169	Medium	Semantic Scholar
Most hand–eye calibration techniques require two data streams, one containing the eye (camera) motion and the other containing the hand (robot/tracker) motion, and the classic hand–eye formulation assumes that both data streams are fully synchronized.	0.012543715536594391	Medium	Semantic Scholar
Although probabilistic approaches have been proposed to solve for nonsynchronized data streams, they are not able to deal with different capture rates.	0.016115237027406693	Medium	Semantic Scholar
Our method interpolates and resamples the signal with the lowest capture rate in a way that is consistent with the twist motion constraints of the hand–eye problem.	0.025502799078822136	Medium	Semantic Scholar
In our experimental section, we show promising validation results on simulation data and also on real data obtained from a robotic arm holding a camera.	0.008646090514957905	Medium	Semantic Scholar
When an institution design is found to be non-compliant, punishments can be issued by annulling the legislation or imposing fines on the responsible designers (i.e., government).	0.012768440879881382	Medium	Semantic Scholar
In order to enforce multi-level governance, higher governance levels (e.g., courts applying human rights) must check lower level institution designs (e.g., national legislation) for compliance; in order to avoid punishment, lower governance levels (e.g., national governments) must check their institution designs are compliant with higher-level institutions before enactment.	0.01653841882944107	Medium	Semantic Scholar
However, checking non-compliance of institution designs in multi-level governance is non-trivial.	0.03249536082148552	Medium	Semantic Scholar
In particular, because institutions in multi-level governance operate at different levels of abstraction.	0.009007841348648071	Medium	Semantic Scholar
Lower level institutions govern with concrete regulations whilst higher level institutions typically comprise increasingly vague and abstract regulations.	0.028698595240712166	Medium	Semantic Scholar
Constraint Programming (CP) is a paradigm derived from artificial intelligence, operational research, and algorithmics that can be used to solve combinatorial problems.	0.027515122666954994	Medium	Semantic Scholar
Constraint propagation aims at removing/filtering inconsistent values from the domains of the variables in order to reduce the search space of the problem.	0.022567113861441612	Medium	Semantic Scholar
The CLSP is the problem of finding an optimal production plan for single or multiple items while satisfying demands of clients and respecting resource restrictions.	0.030873943120241165	Medium	Semantic Scholar
We focus on developing specialized filtering algorithms to handle the stocking cost part of a class of the CLSP.	0.01632174476981163	Medium	Semantic Scholar
We propose the global optimization constraint StockingCost when the perperiod stocking cost is the same for all orders; and its generalized version, the IDStockingCost constraint (ID stands for Item Dependent).	0.019602883607149124	Medium	Semantic Scholar
We propose a dedicated global optimization constraint to handle any known variant of the CAP in CP: the MinArborescence constraint.	0.015613095834851265	Medium	Semantic Scholar
The different experimental evaluations of these propagators against the state-of-the-art propagators show their respective efficiencies.	0.032700467854738235	Medium	Semantic Scholar
In this paper, a novel continuous adaptive control method is proposed for SEA-driven robots used in human–robot interaction.	0.020959563553333282	Medium	Semantic Scholar
Instead of designing multiple controllers and switching between them, both typical modes are integrated into a single controller, and the transition between two modes is smooth and stable.	0.012984788045287132	Medium	Semantic Scholar
As a consequence, we pay attention to the concepts of large margin and orthogonal constraint to propose a novel algorithm, orthogonal least squares regression with large margin (OLSLM), for multiclass classification in this letter.	0.020275045186281204	Medium	Semantic Scholar
Our efficient optimization method for solving the large margin constraint and orthogonal constraint iteratively proved to be convergent in both theory and practice.	0.034439150243997574	Medium	Semantic Scholar
Within this framework, the variables of interest are trajectories submitted to both arithmetic and differential equations.	0.007983265444636345	Medium	Semantic Scholar
The contribution of the paper is to provide a reliable framework to enclose the solutions of these differential equations.	0.0091579370200634	Medium	Semantic Scholar
Its use is shown to be simple, more general and more competitive than existing approaches dealing with guaranteed integration, especially when applied to mobile robotics.	0.015071650967001915	Medium	Semantic Scholar
An illustration of this method is given over several examples with mobile robots.	0.00822952575981617	Medium	Semantic Scholar
