	text	provenance	convention	old	new
333	the ggkp aims to enhance and expand efforts to identify and address major knowledge gaps in green growth theory and practice and to help countries design and implement policies to move towards a green economy.	pdf	green	1	1
334	at least separate definitions for green growth were identified in recent publications see appendix.	pdf	green	1	1
335	this includes definitions by key international actors involved in green growth work unescap growth that emphasizes environmentally sustainable economic progress to foster low carbon socially inclusive development.	pdf	green	1	1
336	oecd fostering economic growth and development while ensuring that natural assets continue to provide the resources and environmental services on which our well being relies.	pdf	green	1	1
337	world bank growth that is efficient in its use of natural resources clean in that it minimizes pollution and environmental impacts and resilient in that it accounts for natural hazards and the role of environmental management and natural capital in preventing physical disasters.	pdf	green	1	1
338	gggi green growth is the new revolutionary development paradigm that sustains economic growth while at the same time ensuring climatic and environmental sustainability.	pdf	green	1	1
339	it focuses on addressing the root causes of these challenges while ensuring the creation of the necessary channels for resource distribution and access to basic commodities for the impoverished.	pdf	green	1	1
340	publications following is a summary of recent green growth publications available online.	pdf	green	1	1
341	towards green growth oecd the towards green growth report by the oecd introduces the organisation s green growth strategy that provides a framework for how countries can achieve economic growth and development while at the same time combating climate change and preventing costly environmental degradation and the inefficient use of resources.	pdf	green	1	1
342	the strategy comprises a number of reports including towards green growth towards green growth monitoring progress oecd indiand tools for delivering green growth.	pdf	green	1	1
343	cators the strategy provides a lens for re examining the current economic growth paradigm whilst at the same time offering an actionable policy framework for policy makers in advanced emerging and developing economies.	pdf	green	1	1
344	the oecd states that a return to the business as usual approach as the world economy emerges from the financial crisis would be unwise and indeed unsustainable and would impose human costs and eventually constraints on economic growth and development.	pdf	green	1	1
345	 in may  the world bank released its flagship report in advance of the rio conference entitled inclusive green growth the pathway to sustainable development.	pdf	green	1	1
346	 united nations. a guide to the green economy in summary the strategy states the reasons why a green growth strategy is critical then provides a framework for green growth and continues with options for promotion of the transition.	pdf	green	1	1
347	similarly to the unep green economy report the oecd strategy presents options for measuring progress against green growth and begins to explore delivery mechanisms.	pdf	green	1	1
348	according to the oecd green growth means fostering economic growth and development while ensuring that natural assets continue to provide the resources and environmental services on which our well being relies.	pdf	green	1	1
349	fostering innovation for green growth oecd this publication on fostering innovation for green growth forms part of the oecd s green growth studies and addresses the role of innovation in green growth strategies.	pdf	green	1	1
350	the report begins by stating that innovation will be an important part of the transition to green growth economies and without it it will be very difficult and costly to achieve greener economies.	pdf	green	1	1
351	the concept of decoupling economic growth from natural resource depletion is discussed and how innovation in developing new business models as well as in technological processes will be crucial.	pdf	green	1	1
352	the publication identifies a series of policy actions governments can take that will help to drive innovation and overcome market failures.	pdf	green	1	1
353	these are support for private investment in innovation notably r d and the commercialisation of green economies.	pdf	green	1	1
354	support for general purpose technologies fostering the growth of new entrepreneurial firms facilitating the transition to green growth in small and medium sized enterprises the report also details market based policy innovations to help the take up of green innovations in the market place.	pdf	green	1	1
355	these include fostering diffusion of green innovation within and across countries by exploring new knowledge avenues and technologies strengthening markets for green innovation and changing consumer behaviour.	pdf	green	1	1
356	fostering innovation for green growth.	pdf	green	1	1
357	oecd publishing united nations. a guide to the green economy green growth and developing countries consultation draft oecd this report and the accompanying summary for policy makers provide a conceptual outline for green growth in the developing country context providing a rationale for green growth and examining the concerns held by some developing countries about the green growth agenda informed by a series of consultations.	pdf	green	1	1
358	the report discusses the economic environmental and social objectives that green growth can help developing countries to achieve and review economic growth and environmental trends over recent years and speculates on how economic and social trends will evolve in the years to come.	pdf	green	1	1
359	based on this evidence country clusters are established for analysis of countries which may apply similar approaches to foster green growth.	pdf	green	1	1
360	relevant national frameworks and a range of policy instruments national and local public and private are articulated and detail of how they can be supported by the international community through existing mechanisms and policy coherence for development will be set out.	pdf	green	1	1
361	importantly the report articulates six national enabling conditions for green growth four green growth mainstreaming mechanisms and eight green growth policy instruments.	pdf	green	1	1
362	green growth and developing countries consultation draft oecd publishing.	pdf	green	1	1
363	green growth and developing countries a summary for policy makers oecd publishing.	pdf	green	1	1
364	inclusive green growth for the future we want oecd this report provides a concise summary of green growth and the work of the oecd in this area that was prepared as a contribution to rio. the report briefly defines green growth and how it can deliver sustainable development as well as some key principles for guiding green growth policies.	pdf	green	1	1
365	the report also details how the work programs of the oecd are contributing to international green growth work including its efforts to support countries in the design and implemenstrategies for greener and more inclusive growth.	pdf	green	1	1
366	tation of the report indicates that the elements of successful green growth strategies are making pollution more costly reforming environmentally harmful subsidies innovation and green technology development and diffusion skills development and labour market policies leveraging private investment for green infrastructure technologies and greening consumer behaviour.	pdf	green	1	1
367	download here united nations. a guide to the green economy citation oecd.	pdf	green	1	1
368	inclusive green growth for the future we want oecd work of relevance to rio  oecd publishing.	pdf	green	1	1
369	greening development enhancing capacity for environmental management and goverance oecd this report outlines a number of steps to be considered when building capacity for greening national development planning national budgetary processes and key economic sector strategies.	pdf	green	1	1
370	it identifies the key actors to be engaged in the decision making processes outlines possible capacity needs and suggests how these can be addressed.	pdf	green	1	1
371	it is intended to support developing countries in their efforts to move to a greener development path.	pdf	green	1	1
372	it is also intended to assist development co operation and environment agencies in their efforts to support that process.	pdf	green	1	1
373	effective environmental management requires a broad range of skills and knowledge among individuals and organisations and an enabling environment that supports this process e.g.	pdf	green	1	1
374	international regimes national policies rule of law accountability and transparency.	pdf	green	1	1
375	within this framework some specific interventions for greening development include use multi year development planning processes develop key actors technical skills encourage the participation of non government actors build functional and technical skills and plan and target efforts carefully.	pdf	green	1	1
376	greening development enhancing capacity for environmental management and governance oecd publishing.	pdf	green	1	1
377	green growth that is inclusive can help to implement social and sustainable development goals.	pdf	green	1	1
378	the report provides a toolkit of policy options that are available for countries to draw upon when designing a green growth strategy reforms of the structure of taxes and charges with a view to pricing negative environmental externalities.	pdf	green	1	1
379	reforms that improve the working of product markets.	pdf	green	1	1
380	other policies such as regulations and standards and other approaches to address information failures measurement issues and behavioural biases.	pdf	green	1	1
381	innovation policies and trade and international investment policies.	pdf	green	1	1
382	conditions for assuring the right policy framework for greening infrastructure provision.	pdf	green	1	1
383	broader social policies to better harness synergies and minimise tradeoffs.	pdf	green	1	1
384	incorporating green growth and sustainable development policies into structural reform agendas a report by the oecd the world bank and the united nations prepared for the g summit los cabos  june  oecd publishing.	pdf	green	1	1
385	resilient people resilient planet sg s high level panel on global sustainability this report was prepared by the un secretary general s high level panel on global sustainability as an input to the un conference on sustainable development rio.	pdf	green	1	1
386	the member panel established by the secretary general in august to formulate a new blueprint for sustainable development and low carbon prosperity was co chaired by finnish president tarja halonen and south african president jacob zuma.	pdf	green	1	1
387	the panel s final report contains recommendations to put sustainable development into practice and to mainstream it into economic policy as quickly as possible.	pdf	green	1	1
388	whilst not specifically targeting green growth the report does include a section on moving towards a sustainable economy in which it outlines policy actions to shift towards green growth including incorporating social and environmental costs in regulating and pricing of goods and services as well as addressing market failures.	pdf	green	1	1
389	creating an incentive road map that increasingly values long term sustainable development in investment and financial transactions.	pdf	green	1	1
390	increasing finance for sustainable development including public and private funding and partnerships to mobilize large volumes of new financing.	pdf	green	1	1
391	expanding how we measure progress in sustainable development by creating a sustainable development index or set of indicators.	pdf	green	1	1
392	resilient people resilient planet a future worth choosing.	pdf	green	1	1
393	 united nations. a guide to the green economy from growth to green growth a framework world bank this publication produced by the world bank as part of their policy research working papers  aims to provide a contribution to discussions on green growth around the world.	pdf	green	1	1
394	the paper defines green growth as about making growth processes resource efficient cleaner and more resilient without necessarily slowing them.	pdf	green	1	1
395	the paper aims to clarify the concept of green growth by a proposing that we need to focus on what needs to happen over the next  years to remove the world from patterns that would be complex and expensive to modify and b reconciling the short and long term by offsetting short term costs and maximising synergies and economic co benefits.	pdf	green	1	1
396	the paper then puts forward an analytical framework through which green policies can contribute to economic growth.	pdf	green	1	1
397	it concludes with proposing policies that can be implemented to capture these co benefits and environmental benefits.	pdf	green	1	1
398	these include price based policies norms and regulations public production and direct investment information creation and dissemination education and moral suasion or industrial and innovation policies.	pdf	green	1	1
399	from growth to green growth a framework.	pdf	green	1	1
400	inclusive green growth the pathway to sustainable development world bank in this publication the world bank indicates that inclusive green growth is the pathway to sustainable development.	pdf	green	1	1
401	the report begins by stating that although economic growth has lifted more than million people out of poverty over the past years it has often come at the expense of the environment.	pdf	green	1	1
402	long term sustainability of growth and progress on social welfare are threatened by inefficient and wasteful use of the earth s natural capital resources without adequate reinvestment of other forms of wealth or sufficient reckoning of the true social costs.	pdf	green	1	1
403	the report maintains that this can be blamed on market policy and institutional failures.	pdf	green	1	1
404	inclusivity is at the heart of the concept the report states that there are still many people who have been excluded from the benefits of economic growth.	pdf	green	1	1
405	. billion still do not have access to electricity. billion do not have access to sanitation and million lack access to clean drinking water.	pdf	green	1	1
406	similarly to the danish group s report on the equitable green economy the world bank states that we cannot assume that green growth will be inclusive and equitable.	pdf	green	1	1
407	green growth policies must be developed to ensure maximised benefits and minimised costs to the poor and most vulnerable and policies and actions with irreversible negative impacts must be avoided.	pdf	green	1	1
408	the report also calls for better measures to monitor economic performance and mentions comprehensive wealth  which includes natural capital as an example.	pdf	green	1	1
409	the five key messages united nations. a guide to the green economy from the report are greening growth is necessary efficient and affordable obstacles to greening growth are political and behavioural inertia and a lack of financing instruments green growth should look at what needs to be done in the next  years the way forward requires a blend of economics political science and social psychology and there is no single green growth model.	pdf	green	1	1
410	inclusive green growth the pathway to sustainable development.	pdf	green	1	1
411	shaping the green growth economy green growth leaders this publication by green growth leaders commences by saying that the concept of green growth has enormous potential in changing the mindsets of governments and businesses around the world from fearing that acting on climate change would bring about rising costs and reducing growth to realising that green growth can create foundations for economic prosperity.	pdf	green	1	1
412	the authors reason that this is why green growth has become especially attractive to policy makers in the wake of the financial crisis.	pdf	green	1	1
413	the report asserts that sustained green growth will require both a fundamental change in the energy system itself and a policy framework that allows the private sector to discover and capture the gains that transformation can provide to the entire economy.	pdf	green	1	1
414	the transformation is likened to the systemic transformations of the past including the rail transport and information technology revolutions that both fundamentally altered the way things are produced distributed and consumed and generated substantial economic growth by creating a platform for new innovations business models and value creation in the process.	pdf	green	1	1
415	the authors define what they understand by green growth as job creation or gdp growth compatible with or driven by actions to reduce greenhouse gases.	pdf	green	1	1
416	shaping the green growth economy.	pdf	green	1	1
417	life beyond growth atkisson the life beyond growth publication by atkisson for the institute for studies in happiness economy and society explores as a basis alternatives and complements to gdp measured growth as a framing concept for social progress.	pdf	green	1	1
418	the report begins by analysing the history of the economic growth paradigm summarising the key factors that have supported the dominance of growth in global history and then continues to provide insight on some of the contemporary political factors and technical initiatives that have led to new thinking on green united nations. a guide to the green economy growth and human well being as indicators for social progress.	pdf	green	1	1
419	the document aims to provide a summation of the current state of the art in relation to rethinking economic growth in favour of alternative models such as green growth.	pdf	green	1	1
420	it concludes with a section on the ethics of growth and happiness and a vision for the future.	pdf	green	1	1
421	green growth resources and resilience unescap adb unep the green growth resources and resilience report by escap adb and unep focuses on environmental sustainability in asia and the pacificregion.	pdf	green	1	1
422	it is the sixth report of a series published every years on the lighting state of the environment in asia and the pacific this time highthe issues of green growth resource efficiencies and limitations and resilience to global turbulence in markets and ecosystems.	pdf	green	1	1
423	gins by stating that economic growth has been the main the report bee reason behind lifting more than million people out of poverty in thregion over the last years but this socio economic progress has come at the expense of the environment due to unsustainable and inequitable growth patterns.	pdf	green	1	1
424	pond to the mounting the concept of green growth is explored in detail and strategies to reschallenges to sustainable development in the region are analysed.	pdf	green	1	1
425	green growth is defined inreport as economic progress that fosters environmentally sustainable low carbon and socially inclusive development.	pdf	green	1	1
426	this definition differs from that of the world bank by assuming the greegrowth inherently involves social inclusiveness.	pdf	green	1	1
427	the n the publication identifies several strategies for greeincentives framework at the heart of successful green growth initiatives  infrastructure investments guided by the principles of sustainability accessibility and social inclusiveness  natural infrastructure providing valuable but undervalued economic inputs and sustainablagriculture as a critical aspect of maintaining and building natural capital.	pdf	green	1	1
428	green growth resources and resilience.	pdf	green	1	1
429	low carbon green growth roadmap for asia and the pacific unescap this report explores the opportunities that a low carbon green growth path offers to the region.	pdf	green	1	1
430	it articulates five tracks to drive the economic change necessary to pursue low carbon green growth as a new economic development path.	pdf	green	1	1
431	in particular the visible structure of the economy  united nations. a guide to the green economy comprising such physical infrastructure as transport buildings and energy systems together with the invisible structure  which encompasses market prices governance regulations and lifestyhave to be re oriented towards resource efficiency.	pdf	green	1	1
432	the roadmap provides policymakers in the region with a comprehensive list of policy options and practical implementing strategies as well as examples of successful practices woven through more than fact sheets and case studies.	pdf	green	1	1
433	les the roadmap is divided into three parts part i provides an overview of the challenges and opportunities confronting the region in terms of low carbon green growth and elaborates on the system change required to pursue the new development path.	pdf	green	1	1
434	part ii presents five tracks as core elements of the system change necessary for low carbon green growth and a section that elaborates on the means of implementing the policy options.	pdf	green	1	1
435	part iii provides detailed infoand analysis of the policy options and successful practices identified in part ii.	pdf	green	1	1
436	low carbon green growth roadmap for asia and the pacific turning resource constraints and the climate crisis into economic growth opportunities.	pdf	green	1	1
437	d by the afdb the oecd the un and the world a toolkit of policy options to support inclusive green growth afdb oecd un world bank this document publishebank identifies a series of policy initiatives mechanisms and other e options that can be employed to support inclusive green growth.	pdf	green	1	1
438	th authors recognise that these kind of policy approaches give the privatesector the security to begin investment and innovation for sustainable development and ensure that consumers and businesses internalize thetrue cost of their behaviours.	pdf	green	1	1
439	of the following policy options environmental fiscal reform the toolkit includes summariespublic environmental expenditure reviews sustainable public procurement strategic environmental assessments social protection instruments payments for ecosystem services certification for sustainable production green innovation and industrial policies project level impact assessment integrated water resources management and green accounting.	pdf	green	1	1
440	the publication also includes a section on knowledge sharing and capacity development and theimportance in diffusing this knowledge across and within countries.	pdf	green	1	1
441	a toolkit of policy options to support inclusive green growth pp.	pdf	green	1	1
442	 united nations. a guide to the green economy decoupling natural resource use and environmental impacts from economic growth unep this publication by unep aims to identify the challenges faced in attempting to decouple human well being from resource consumption and exists as the first report amongst many investigations into decoupling which will be undertaken by the international resource panel and unep over the next few years.	pdf	green	1	1
443	the report offers facts and statistics of natural resource flows and trade globally and notes that consumption of natural resources is still rapidly rising.	pdf	green	1	1
444	a series of country wide case studies are presented that examine the decoupling potential of the countries in question.	pdf	green	1	1
445	the report observes that developed countries appear to show stabilization of resource and energy consumption however these economies appear to have exported the more energy and resource intensive elements elsewhere.	pdf	green	1	1
446	there appears to be some success of relative decoupling where resource intensity per unit growth falls in developing countries but resource consumption in these economies is steeply on the rise.	pdf	green	1	1
447	the report also offers options for absolute decoupling of environmental impact and economic growth something intrinsic to the survival of human civilization  according to unep.	pdf	green	1	1
448	these are better and more efficient technologies policies and appropriate market signals that make the transition attractive and profitable and the special role of urban areas in forging innovations towards a sustainable economy.	pdf	green	1	1
449	decoupling natural resource use and environmental impacts from economic growth.	pdf	green	1	1
450	green growth in motion gggi this report prepared by the global green growth institute a new international organisation with head quarters in seoul  outlines the republic of korea s experience with developing its low carbon green growth strategy.	pdf	green	1	1
451	the report outlines the philosophy behind the strategy as well its the institutional foundations and key policies and programs across various sectors climate policy green energy green technology and industry green cities transportation and buildings and green life.	pdf	green	1	1
452	the strategy proposes green growth as a new growth paradigm that can address the challenges of climate change and resource depletion.	pdf	green	1	1
453	the intent is that the sharing of korea s practices for green growth will provide other countries with useful tools and ideas that can be utilized to address their own challenges and the global imperatives.	pdf	green	1	1
454	download here united nations. a guide to the green economy citation global green growth institute.	pdf	green	1	1
455	green growth in motion sharing korea s experience.	pdf	green	1	1
456	a framework for assessing green growth policies oecd this academic style paper from the oecd focuses on two key elements the first identifies principles and criteria for selecting policies that contribute to economic growth whist reducing environmental impact and the second examines what structural adjustments are required in the transition to the green economy.	pdf	green	1	1
457	the policies to promote green growth as stated in the paper are categorised as market based or non market instruments under the broad areas of cost effectiveness adoption and compliance uncertainty measures and r d and technology diffusion incentives.	pdf	green	1	1
458	the structural changes as indicated in the second section of the paper include fostering the transition towards green technologies easing the transition towards a greener economy green policies to sustain the economy sectoral re allocation and managing green tax revenues in times of public finance deterioration.	pdf	green	1	1
459	a framework for assessing green growth policies oecd economics department working papers .	pdf	green	1	1
460	environment program greening growth in asia and the pacific asian development bank the asian development bank has published a report on greening growthin the asia and the pacific region.	pdf	green	1	1
461	the report identifies the challengfaced by adb s developing member countries which are experiencinsome of the highest economic growth rates in the world.	pdf	green	1	1
462	the bank recognises that although this growth has improved the living conditions of nearly half a billion people the environmental carrying capacity of the region has been subject to immense pressure.	pdf	green	1	1
463	es g the document highlights the natural resources available in the region and the environment related challenges associated with them with the aim to increase awareness amongst the borrowers clients development partners civil society incl ngos  the private sector and other stakeholders of the adb.	pdf	green	1	1
464	the report documents the efforts the adb is employing to incorporate environmental concerns into country development strategies and investment operations.	pdf	green	1	1
465	the adb s initiatives programs and partnership related to its environmental operations are discussed alongside options to help achieve environmentally sustainable growth in the region for the future.	pdf	green	1	1
466	environment program greening growth in asia and the pacific.	pdf	green	1	1
467	 united nations. a guide to the green economy.b.	pdf	green	1	1
468	national strategies following are summaries of recent national green growth strategies and similar documents available on line.	pdf	green	1	1
469	green growth and climate resilience republic of rwanda the green growth and climate resilience report developed as a collaborative project between the government of rwanda the smith school of enterprise and environment and the university of oxford setsout the national strategy for climate change and low carbon development for rwanda.	pdf	green	1	1
470	the strategy begins by stating that rwanda has experienced significant human and social development in recent years however the country s future socio economic development is uncertain its population will more than double by  the country is vulnerable to climate change as it is strongly reliant on rain fed agriculture and it is reliant on oil imports and therefore vulnerable to price increases and fluctuations.	pdf	green	1	1
471	the strategy aims to guide the process of mainstreaming climate resilience and low carbon development into key sectors of the economy.	pdf	green	1	1
472	the strategic framework provides a vision for  guiding principles strategic objectives programmes of action enabling pillars and a roadmap for implementation.	pdf	green	1	1
473	the strategy defines green growth as an emerging concept that recognises that environmental protection is a driver of global and national economic development.	pdf	green	1	1
474	it is about focusing society on qualitative growth rather than simply increasing gdp.	pdf	green	1	1
475	green growth and climate resilience.	pdf	green	1	1
476	road to our future green growth republic of korea road to our future green growth is the republic of korea s national strategy for green growth for the year period. the strategy aims to shift the current development paradigm of quantity orientated fossil fuel dependent growth to quality orientated growth with more emphasis on new and renewable energy sources.	pdf	green	1	1
477	the strategy has three overall objectives  to promote eco friendly new growth engines for the national economy  to enhance the quality of life for the members of the society and to contribute to the international efforts to fight climate change.	pdf	green	1	1
478	korea are putting green growth at the centre of their vision for the next years and are confident that it will lead to new opportunities for economic growth and environmental protection simultaneously.	pdf	green	1	1
479	 united nations download here. a guide to the green economy citation republic of korea.	pdf	green	1	1
480	road to our future green growth.	pdf	green	1	1
481	the national green growth roadmap kingdom of cambodia the national green growth roadmap puts forward an implementation plan of the national and local sustainable development strategy for all policy areas in the kingdom of cambodia.	pdf	green	1	1
482	it provides a supporting framework for environmentally sustainable and socially inclusive development and growth in cambodia that aims to strengthen environmental cooperation concerning national and international environmental policy through the sharing of ideas and experiences whilst contributing towards the millennium development goals and national sustainable development objectives.	pdf	green	1	1
483	the strategy builds on escap s definition of green growth that emphasises ecologically sustainable economic progress to foster low carbon socially inclusive development.	pdf	green	1	1
484	to this end the roadmap proposes potential paths for short medium and long term implementation of green growth in cambodia that will help the country to improve resilience and decrease vulnerability to climate change.	pdf	green	1	1
485	the strategy is based largely around escap s holistic green growth approach which states that the economy the environment and society are not mutually exclusive but rather interdependent deeply intertwined and integral components of one another.	pdf	green	1	1
486	the national green growth road map.	pdf	green	1	1
487	china s th five year plan apco worldwide this report by apco worldwide summarises the key guiding principles of china s th five year plan which focus on rebalancing the economy mitigating social inequity and conserving the environment.	pdf	green	1	1
488	the chinese government put strong emphasis on inclusive growth where the benefits of economic growth are felt in all regions and social groupings in china.	pdf	green	1	1
489	the plan identifies the three seis strategic emerging industries healthcare energy and technology and recommends the initiatives that will encourage growth in these sectors.	pdf	green	1	1
490	the report also details the changes that may face foreign business in the five year period in terms of cost implications associated with changes to the minimum wage value added tax increases raw material resource price reforms and environment related taxes.	pdf	green	1	1
491	the plan reports that china is facing severe environmental degradation brought about by rapid industrialization reliance on coal as an energy source a large energy intensive manufacturing sector and little environmental regulation.	pdf	green	1	1
492	three areas of focus are examined in the plan to counter the negative trend energy conservation including discussion of mandatory emissions targets  environmental quality which united nations. a guide to the green economy include water quality and commitments for high polluting sectors and new energy regimes of energy from renewable sources by.	pdf	green	1	1
493	china s th five year plan.	pdf	green	1	1
494	japan s new growth strategy to create demand and jobs oecd this paper puts forward a strategy for japan to forge new areas of growth create demand and jobs through regulatory reform and fiscal measures.	pdf	green	1	1
495	a series of key challenges are identified that include climate change and ageing populations which according to the strategy can be turned into sources of green growth.	pdf	green	1	1
496	the strategy states that market based initiatives such as an effective emissions trading system would promote private investment and green innovation.	pdf	green	1	1
497	other policies that encourage further economic integration with asia are discussed such as reducing agricultural subsidies and bringing down barriers to trade and foreign workers.	pdf	green	1	1
498	seven strategic growth areas are presented in the strategy one of which is green innovation.	pdf	green	1	1
499	this area comprises three national strategic projects to promote green growth.	pdf	green	1	1
500	these are introduce a feed in tariff system to expand the renewable energy market use the future city initiative to promote the use of eco products and services and revitalise forestry and raise the self sufficiency ratio to over.	pdf	green	1	1
501	japan s new growth strategy to create demand and jobs .	pdf	green	1	1
502	green growth in the netherlands statistics netherland this report by statistics netherlands gives an overview of green growth in the netherlands and presents data for the majority of the indicators for green growth as specified by the oecd.	pdf	green	1	1
503	the report concludes that relative decoupling where intensity per unit of economic growth is falling is evident in the following areas water use nitrogen and phosphorus surpluses greenhouse gas emissions and material consumption.	pdf	green	1	1
504	however comprehensive absolute decoupling where consumption falls as the economy grows is not evident.	pdf	green	1	1
505	the report represents a first attempt at translating the oecd indicators for green growth to the national level and providing feedback to the international community.	pdf	green	1	1
506	a recommendation is made for a more comprehensive assessment of green growth in the future.	pdf	green	1	1
507	indicators are grouped into the following themes united nations. a guide to the green economy environmental efficiency of production production based greenhouse gas intensity consumption based greenhouse gas emissions energy efficiency renewable energy nutrient surpluses material intensity water use intensity waste treatment.	pdf	green	1	1
508	natural assets base stocks of timber fish inputs natural gas reserves land conversion into built up land threats to biodiversity.	pdf	green	1	1
509	environmental quality of life pollution induced health problems policy responses and economic opportunities green patents share of green taxes energy prices carbon emission trading environmental investment and green jobs.	pdf	green	1	1
510	each of the above indicators is presented on a graph with a time axis so progress can be measured.	pdf	green	1	1
511	each graph is accompanied by a series of conclusions and a statement of its relevance to green growth.	pdf	green	1	1
512	green growth in the netherlands.	pdf	green	1	1
513	green growth in the czech republic czech statistical office this report gives an overview of green growth in the czech republic and presents data for indicators for green growth based on the oecd indicator framework to assess the development of the czech economy towards green growth.	pdf	green	1	1
514	the report structures the selected indicators intofive interrelated groups sustainability and equity environmental and resource productivity natural asset base environmental quality of life and policy responses and economic opportunities.	pdf	green	1	1
515	result of the assessment are presented as positive negative or stable trends against each of the indicators.	pdf	green	1	1
516	green growth in the czech republic.	pdf	green	1	1
517	towards green growth in denmark oecd this paper assesses danish energy and climate policies and discusses how they could be improved to ensure that objectives are met at least cost.	pdf	green	1	1
518	it first depicts the evolution of ghg emissions and the energy mix since. it then puts energy and climate policies and targets into perspective and sets out the main challenges.	pdf	green	1	1
519	the final section assesses how policies could be shaped to enhance the efficiency of these targets and minimise their costs.	pdf	green	1	1
520	denmark s green growth strategy focuses on moving the energy system away from fossil fuels and investing in green technologies while limiting greenhouse gas ghg emissions.	pdf	green	1	1
521	on the whole current policies should allow denmark to reach near term climate united nations. a guide to the green economy change targets but may not be sufficient to achieve its most ambitious targets.	pdf	green	1	1
522	the challenge is to achieve objectives in a cost effective manner and to ensure that these ambitions contribute as much as possible to global ghg emissions mitigation and to stronger and greener growth in denmark.	pdf	green	1	1
523	better exploiting interactions with eu and international policies finding the appropriate way to support green technologies and reducing ghg emissions in sectors not covered by the eu emission trading scheme are key issues which need to be addressed to meet this challenge.	pdf	green	1	1
524	a lively liveable singapore strategies for sustainable growth ministry of the environment and water resources and ministry of national development singapore this report documents the findings of the imcsd inter ministerial committee on sustainable development which was set up in with the aim of developing a national sustainable development strategy for singapore.	pdf	green	1	1
525	the committee consulted extensively with business community leaders and members of the public to develop the strategy.	pdf	green	1	1
526	the resulting vision was to make singapore a liveable and lively city state one that singaporeans love and are proud to call home.	pdf	green	1	1
527	a series of strategies were developed to work towards in the transition to a sustainable singapore.	pdf	green	1	1
528	these were boosting resource efficiency enhancing the urban environment building capabilities and fostering community action.	pdf	green	1	1
529	these strategies are documented in detail in the overarching sustainable development strategy and include targets and time based actions.	pdf	green	1	1
530	a lively liveable singapore strategies for sustainable growth.	pdf	green	1	1
531	green growth planning gggi country programs this paper provides an overview of the green growth planning program of the global green growth institute gggi.	pdf	green	1	1
532	the gggi helps developing countries to prepare policy options and develop institutions tailored to their respective economic circumstances and constraints including the development of national green growth plans ggps the report outlines the projects current being coordinated through the gggi which includes projects in brazil cambodia ethiopia indonesia kazakhstan thailand and the united arab emirates china mongolia philippines rwanda and vietnam.	pdf	green	1	1
533	for each project information is provided on the project background objectives main activities and outputs and policy implications.	pdf	green	1	1
534	 united nations download here. a guide to the green economy citation global green growth institute.	pdf	green	1	1
535	green growth planning gggi country programs.	pdf	green	1	1
536	. low carbon development the concept of low carbon development has its roots in the unfccc adopted in rio in. in the context of this convention low carbon development is now generally expressed using the term low emission development strategies leds also known as low carbon development strategies or low carbon growth plans.	pdf	green	1	1
537	though no formally agreed definition exists leds are generally used to describe forward looking national economic development plans or strategies that encompass low emission and or climate resilient economic growth oecd iea.	pdf	green	1	1
538	leds have attracted interest in the climate negotiations as a soft alternative to voluntary or obligatory ghg emission reduction targets in developing countries ecn .	pdf	green	1	1
539	the initial proposal to introduce leds was put forward by the eu in  highlighting how information on planned low carbon pathways can help to inform the international community about funding needs and priorities and to help gauge the level of global climate change action oecd iea.	pdf	green	1	1
540	the concept has been included in the negotiating texts under the unfccc since the run up to cop in copenhagen in and is part of both the copenhagen accord unfccc  and the cancun agreements unfccc   which recognize that a leds is indispensible to sustainable development and that incentives are required to support the development of such strategies in developing countries.	pdf	green	1	1
541	though not clearly implied by the terminology leds are understood to also include provisions to reduce vulnerability to climate change impacts.	pdf	green	1	1
542	the discourse of integrating climate change and development builds on a large body of literature which was assessed by the ipcc in its fourth assessment report sathaye et al.   and distinguished between the traditional climate first approach and a development first approach odi .	pdf	green	1	1
543	the concept of low carbon development takes a development first approach which rethinks development planning and proposes structural solutions such as alternative infrastructure and spatial planning with lower emission trajectories morita et al.	pdf	green	1	1
544	it focuses on addressing and integrating climate change with development objectives and is therefore a more useful approach for developing countries.	pdf	green	1	1
545	in practice the plans are often combinations of new and existing elements all combined in a new way to address pre existing policy objectives along with the need to slow climate change and prepare for its impacts.	pdf	green	1	1
546	outside of the unfccc the concept has also gained recognition and support by world leaders including at the major economies forum in italy in july where leaders declared that their countries would prepare low carbon growth plans.	pdf	green	1	1
547	a growing number of international organizations and consultancies have also been involved in low carbon development programs including the undp unep the world bank including through its energy sector management the major economies participating in the mef are australia brazil canada china the european union france germany india indonesia italy japan korea mexico russia south africa the united kingdom and the united states.	pdf	green	1	1
548	 united nations. a guide to the green economy assistance program esmap  climateworks the climate development knowledge network wwf the european union and a variety of bilateral donors.	pdf	green	1	1
549	publications following are summaries of recent publications on low carbon development available online.	pdf	green	1	1
550	low emission development strategies leds oecd iea the oecd and iea secretariat prepared this overview of low emission development strategies in response to a request from the climate change expert group on the united nations framework convention on climate change unfccc.	pdf	green	1	1
